color_a,color_b,shared_paintings
#15252a,#b1cbd4,13
#15252a,#151a2a,20
#15252a,#163180,4
#15252a,#80706b,19
#15252a,#807b6b,37
#15252a,#805040,15
#15252a,#806b70,5
#15252a,#2a2107,1
#15252a,#806616,3
#15252a,#152a25,18
#15252a,#232a25,7
#15252a,#232a28,22
#15252a,#70806b,7
#15252a,#6b7b80,35
#15252a,#6b807b,18
#15252a,#2a2523,7
#15252a,#708040,5
#15252a,#6b7080,21
#15252a,#d4856a,9
#15252a,#2a2515,5
#15252a,#bab1d4,7
#15252a,#cbb1d4,2
#15252a,#152a1a,2
#15252a,#2a2325,1
#15252a,#d4b1ba,6
#15252a,#408070,2
#15252a,#d45124,1
#408070,#805040,4
#408070,#807040,8
#408070,#80706b,4
#408070,#6b807b,16
#408070,#806b70,2
#408070,#807b6b,3
#408070,#d4856a,3
#408070,#d4cbb1,10
#408070,#2a2523,2
#408070,#407080,19
#408070,#6b7b80,3
#408070,#6a85d4,2
#408070,#6abad4,11
#408070,#b1cbd4,12
#408070,#b1d4cb,8
#408070,#bad4b1,4
#408070,#cbd4b1,6
#408070,#708040,4
#408070,#70806b,9
#408070,#d4ba6a,4
#408070,#508040,4
#408070,#152a25,2
#408070,#232a25,1
#408070,#232a28,1
#408070,#668016,1
#408070,#252a15,1
#408070,#bad46a,3
#408070,#bab1d4,1
#408070,#cbb1d4,1
#408070,#d4b1ba,2
#80706b,#6b7080,264
#80706b,#807040,556
#80706b,#807b6b,816
#80706b,#d4ba6a,328
#80706b,#d4cbb1,863
#80706b,#805040,804
#80706b,#d4856a,279
#80706b,#2a2523,344
#80706b,#6b7b80,112
#80706b,#b1cbd4,122
#80706b,#2a2325,103
#80706b,#803116,98
#80706b,#252a15,19
#80706b,#2a2515,143
#80706b,#708040,25
#80706b,#2a151a,87
#80706b,#d4b1ba,121
#80706b,#407080,17
#80706b,#6a85d4,34
#80706b,#b1d4cb,32
#80706b,#bad4b1,14
#80706b,#cbd4b1,96
#80706b,#405080,52
#80706b,#70806b,32
#80706b,#806b70,206
#80706b,#25232a,59
#80706b,#28232a,33
#80706b,#2a2328,62
#80706b,#bab1d4,170
#80706b,#151a2a,22
#80706b,#6b807b,36
#80706b,#212a07,4
#80706b,#2a2107,22
#80706b,#806616,49
#80706b,#25152a,12
#80706b,#2a1525,15
#80706b,#232a25,11
#80706b,#232a28,15
#80706b,#1a152a,20
#80706b,#152a25,5
#80706b,#bad46a,2
#80706b,#cbb1d4,58
#80706b,#d45124,15
#80706b,#6abad4,7
#80706b,#508040,3
#80706b,#668016,1
#80706b,#152a1a,2
#80706b,#2a0710,3
#80706b,#163180,3
#803116,#2a2515,77
#803116,#805040,394
#803116,#d4856a,227
#803116,#d4ba6a,276
#803116,#d4cbb1,229
#803116,#2a0710,31
#803116,#806616,148
#803116,#807040,251
#803116,#d45124,125
#803116,#2a2523,48
#803116,#405080,4
#803116,#6a85d4,4
#803116,#2a151a,77
#803116,#d4b1ba,22
#803116,#252a15,13
#803116,#2a2107,50
#803116,#708040,22
#803116,#1a152a,8
#803116,#212a07,5
#803116,#bab1d4,18
#803116,#6b807b,8
#803116,#806b70,8
#803116,#b1cbd4,23
#803116,#25232a,6
#803116,#6b7080,13
#803116,#6b7b80,7
#803116,#6abad4,3
#803116,#cbb1d4,4
#803116,#151a2a,3
#803116,#232a28,3
#803116,#cbd4b1,27
#803116,#bad46a,8
#803116,#2a1525,20
#803116,#70806b,8
#803116,#807b6b,73
#803116,#407080,3
#803116,#163180,1
#803116,#b1d4cb,5
#803116,#bad4b1,3
#803116,#668016,3
#803116,#28232a,7
#803116,#2a2325,11
#803116,#2a2328,12
#803116,#25152a,4
#803116,#232a25,2
#803116,#508040,3
#232a25,#232a28,42
#232a25,#805040,16
#232a25,#806616,3
#232a25,#807040,32
#232a25,#807b6b,32
#232a25,#2a2515,17
#232a25,#407080,3
#232a25,#d4cbb1,23
#232a25,#d4856a,7
#232a25,#6b7080,7
#232a25,#6b7b80,12
#232a25,#bab1d4,3
#232a25,#d4ba6a,12
#232a25,#152a25,12
#232a25,#70806b,14
#232a25,#252a15,11
#232a25,#cbd4b1,6
#232a25,#2a2325,1
#232a25,#2a2328,2
#232a25,#2a2523,13
#232a25,#708040,7
#232a25,#806b70,1
#232a25,#6b807b,7
#232a25,#152a1a,8
#232a25,#b1d4cb,6
#232a25,#212a07,1
#232a25,#25152a,1
#232a25,#25232a,1
#232a25,#28232a,1
#232a25,#2a2107,3
#232a25,#d45124,3
#232a25,#b1cbd4,5
#232a25,#cbb1d4,1
#bab1d4,#6b7080,93
#bab1d4,#d4ba6a,78
#bab1d4,#d4cbb1,224
#bab1d4,#405080,28
#bab1d4,#508040,2
#bab1d4,#6a85d4,37
#bab1d4,#163180,1
#bab1d4,#cbb1d4,124
#bab1d4,#d4b1ba,93
#bab1d4,#b1cbd4,40
#bab1d4,#bad46a,4
#bab1d4,#cbd4b1,25
#bab1d4,#806616,26
#bab1d4,#407080,4
#bab1d4,#6abad4,4
#bab1d4,#b1d4cb,6
#bab1d4,#70806b,11
#bab1d4,#807040,106
#bab1d4,#807b6b,103
#bab1d4,#805040,103
#bab1d4,#806b70,46
#bab1d4,#212a07,2
#bab1d4,#2a2107,9
#bab1d4,#668016,3
#bab1d4,#708040,22
#bab1d4,#232a28,6
#bab1d4,#6b7b80,17
#bab1d4,#d4856a,42
#bab1d4,#d45124,2
#bab1d4,#2a1525,2
#bab1d4,#2a2523,27
#bab1d4,#151a2a,5
#bab1d4,#25232a,7
#bab1d4,#1a152a,6
#bab1d4,#28232a,4
#bab1d4,#2a2325,5
#bab1d4,#2a2328,2
#bab1d4,#bad4b1,1
#bab1d4,#2a2515,20
#bab1d4,#6b807b,4
#bab1d4,#25152a,1
#bab1d4,#2a151a,6
#bab1d4,#252a15,7
#bab1d4,#152a1a,2
#bab1d4,#152a25,1
#2a0710,#805040,35
#2a0710,#806616,5
#2a0710,#807040,11
#2a0710,#d45124,13
#2a0710,#d4856a,23
#2a0710,#2a151a,41
#2a0710,#25232a,1
#2a0710,#2a1525,13
#2a0710,#2a2523,4
#2a0710,#d4ba6a,18
#2a0710,#2a2107,1
#2a0710,#1a152a,3
#2a0710,#b1cbd4,2
#2a0710,#25152a,2
#2a0710,#d4b1ba,5
#2a0710,#bad46a,1
#2a0710,#bad4b1,1
#2a0710,#cbd4b1,1
#2a0710,#d4cbb1,12
#2a0710,#2a2325,2
#2a0710,#2a2328,3
#2a0710,#806b70,3
#2a0710,#28232a,3
#2a0710,#6b7080,1
#2a0710,#807b6b,1
#70806b,#6b7080,20
#70806b,#6b807b,94
#70806b,#807b6b,153
#70806b,#b1cbd4,69
#70806b,#508040,33
#70806b,#668016,4
#70806b,#708040,88
#70806b,#bad46a,11
#70806b,#cbd4b1,137
#70806b,#b1d4cb,38
#70806b,#bad4b1,59
#70806b,#d4cbb1,161
#70806b,#d4ba6a,55
#70806b,#6a85d4,7
#70806b,#6abad4,12
#70806b,#6b7b80,67
#70806b,#807040,119
#70806b,#806b70,5
#70806b,#2a2515,25
#70806b,#d45124,2
#70806b,#d4856a,13
#70806b,#152a25,11
#70806b,#232a28,16
#70806b,#806616,10
#70806b,#805040,24
#70806b,#252a15,12
#70806b,#2a2523,13
#70806b,#2a2325,3
#70806b,#151a2a,5
#70806b,#1a152a,3
#70806b,#407080,11
#70806b,#405080,4
#70806b,#212a07,4
#70806b,#2a2107,13
#70806b,#152a1a,12
#70806b,#28232a,2
#70806b,#2a2328,1
#70806b,#d4b1ba,3
#70806b,#25232a,1
#70806b,#2a151a,2
#70806b,#cbb1d4,1
#70806b,#25152a,1
#2a2328,#28232a,63
#2a2328,#806b70,19
#2a2328,#2a151a,50
#2a2328,#2a2325,88
#2a2328,#2a2523,78
#2a2328,#805040,63
#2a2328,#d4ba6a,14
#2a2328,#25232a,47
#2a2328,#151a2a,5
#2a2328,#807040,17
#2a2328,#1a152a,14
#2a2328,#232a28,3
#2a2328,#807b6b,20
#2a2328,#d4cbb1,23
#2a2328,#6b7080,8
#2a2328,#2a2515,13
#2a2328,#d4856a,17
#2a2328,#cbd4b1,2
#2a2328,#cbb1d4,2
#2a2328,#d4b1ba,2
#2a2328,#2a1525,20
#2a2328,#405080,1
#2a2328,#407080,2
#2a2328,#b1cbd4,1
#2a2328,#d45124,4
#2a2328,#b1d4cb,1
#2a2328,#25152a,8
#2a2328,#2a2107,1
#2a2328,#806616,2
#2a2328,#6b7b80,2
#d45124,#805040,109
#d45124,#806616,27
#d45124,#807040,52
#d45124,#d4856a,110
#d45124,#d4ba6a,98
#d45124,#405080,3
#d45124,#6a85d4,3
#d45124,#2a2523,10
#d45124,#d4cbb1,71
#d45124,#2a2515,15
#d45124,#708040,14
#d45124,#212a07,2
#d45124,#807b6b,14
#d45124,#806b70,1
#d45124,#cbb1d4,2
#d45124,#d4b1ba,9
#d45124,#6b7080,4
#d45124,#6b7b80,2
#d45124,#cbd4b1,9
#d45124,#bad46a,6
#d45124,#252a15,2
#d45124,#2a2107,5
#d45124,#151a2a,2
#d45124,#407080,1
#d45124,#6abad4,2
#d45124,#b1cbd4,10
#d45124,#b1d4cb,2
#d45124,#2a151a,17
#d45124,#2a2325,5
#d45124,#25232a,2
#d45124,#2a1525,3
#d45124,#232a28,1
#d45124,#508040,2
#d45124,#bad4b1,1
#d45124,#668016,1
#d45124,#1a152a,1
#668016,#508040,16
#668016,#708040,67
#668016,#bad46a,27
#668016,#cbd4b1,30
#668016,#806616,43
#668016,#807040,53
#668016,#d4ba6a,47
#668016,#d4cbb1,46
#668016,#212a07,23
#668016,#2a2107,11
#668016,#807b6b,6
#668016,#252a15,15
#668016,#2a2515,6
#668016,#152a1a,2
#668016,#152a25,1
#668016,#b1cbd4,18
#668016,#b1d4cb,9
#668016,#6a85d4,4
#668016,#6abad4,3
#668016,#bad4b1,5
#668016,#805040,2
#668016,#d4b1ba,1
#668016,#d4856a,2
#232a28,#805040,17
#232a28,#806616,3
#232a28,#807040,30
#232a28,#807b6b,43
#232a28,#2a2515,11
#232a28,#407080,4
#232a28,#d4cbb1,30
#232a28,#d4856a,5
#232a28,#6b7080,10
#232a28,#6b7b80,25
#232a28,#d4ba6a,14
#232a28,#152a25,16
#232a28,#6b807b,20
#232a28,#b1cbd4,15
#232a28,#b1d4cb,7
#232a28,#252a15,4
#232a28,#151a2a,4
#232a28,#2a2523,16
#232a28,#6a85d4,2
#232a28,#2a2325,5
#232a28,#806b70,2
#232a28,#1a152a,2
#232a28,#2a2107,2
#232a28,#708040,4
#232a28,#152a1a,2
#232a28,#cbd4b1,4
#232a28,#508040,1
#232a28,#cbb1d4,2
#232a28,#28232a,2
#232a28,#25232a,2
#232a28,#25152a,1
#232a28,#d4b1ba,3
#232a28,#6abad4,1
#232a28,#405080,2
#2a1525,#2a151a,58
#2a1525,#805040,45
#2a1525,#d4856a,21
#2a1525,#25232a,6
#2a1525,#25152a,22
#2a1525,#806b70,8
#2a1525,#2a2523,7
#2a1525,#cbb1d4,1
#2a1525,#1a152a,12
#2a1525,#28232a,19
#2a1525,#807040,5
#2a1525,#d4ba6a,9
#2a1525,#2a2325,16
#2a1525,#d4b1ba,4
#2a1525,#d4cbb1,14
#2a1525,#407080,1
#2a1525,#6b7b80,1
#2a1525,#807b6b,2
#2a1525,#cbd4b1,2
#2a1525,#6b7080,1
#2a1525,#6a85d4,1
#2a2325,#2a2523,131
#2a2325,#805040,115
#2a2325,#d4856a,29
#2a2325,#2a151a,76
#2a2325,#d4ba6a,27
#2a2325,#25232a,45
#2a2325,#28232a,47
#2a2325,#806b70,29
#2a2325,#806616,1
#2a2325,#1a152a,11
#2a2325,#807040,28
#2a2325,#807b6b,38
#2a2325,#d4cbb1,52
#2a2325,#151a2a,8
#2a2325,#2a2515,13
#2a2325,#cbd4b1,7
#2a2325,#6b7080,9
#2a2325,#6b7b80,2
#2a2325,#cbb1d4,5
#2a2325,#d4b1ba,5
#2a2325,#405080,1
#2a2325,#407080,1
#2a2325,#b1cbd4,1
#2a2325,#25152a,4
#2a2325,#6b807b,2
#2a2325,#152a25,1
#2a2325,#bad4b1,1
#807b6b,#807040,1108
#807b6b,#d4ba6a,551
#807b6b,#d4cbb1,1310
#807b6b,#2a2515,352
#807b6b,#6b7080,284
#807b6b,#805040,534
#807b6b,#d4856a,126
#807b6b,#2a2523,263
#807b6b,#6b7b80,228
#807b6b,#b1cbd4,275
#807b6b,#6b807b,97
#807b6b,#708040,123
#807b6b,#151a2a,31
#807b6b,#b1d4cb,85
#807b6b,#bad4b1,87
#807b6b,#cbd4b1,357
#807b6b,#252a15,78
#807b6b,#6abad4,24
#807b6b,#6a85d4,48
#807b6b,#407080,36
#807b6b,#405080,54
#807b6b,#bad46a,10
#807b6b,#806b70,49
#807b6b,#806616,126
#807b6b,#d4b1ba,38
#807b6b,#212a07,12
#807b6b,#2a2107,85
#807b6b,#152a25,12
#807b6b,#152a1a,5
#807b6b,#163180,3
#807b6b,#25232a,33
#807b6b,#28232a,9
#807b6b,#2a151a,21
#807b6b,#1a152a,6
#807b6b,#cbb1d4,19
#807b6b,#508040,5
#807b6b,#25152a,2
#152a25,#407080,10
#152a25,#6a85d4,2
#152a25,#b1cbd4,7
#152a25,#cbd4b1,9
#152a25,#d4ba6a,9
#152a25,#d4cbb1,16
#152a25,#806616,2
#152a25,#807040,15
#152a25,#805040,7
#152a25,#152a1a,15
#152a25,#163180,1
#152a25,#252a15,2
#152a25,#708040,15
#152a25,#2a2515,2
#152a25,#6b7b80,10
#152a25,#6b807b,8
#152a25,#b1d4cb,5
#152a25,#bad4b1,1
#152a25,#d4856a,7
#152a25,#508040,6
#152a25,#6abad4,2
#152a25,#bad46a,2
#152a25,#2a2523,2
#152a25,#6b7080,2
#152a25,#806b70,1
#152a25,#d4b1ba,1
#152a25,#cbb1d4,1
#152a25,#405080,2
#1a152a,#25152a,19
#1a152a,#25232a,37
#1a152a,#28232a,19
#1a152a,#2a151a,17
#1a152a,#805040,38
#1a152a,#d4ba6a,17
#1a152a,#405080,8
#1a152a,#6a85d4,1
#1a152a,#b1cbd4,3
#1a152a,#d4cbb1,13
#1a152a,#2a2523,9
#1a152a,#d4856a,13
#1a152a,#6b7080,14
#1a152a,#151a2a,16
#1a152a,#2a2107,1
#1a152a,#806616,3
#1a152a,#807040,7
#1a152a,#806b70,6
#1a152a,#d4b1ba,4
#1a152a,#cbd4b1,5
#1a152a,#2a2515,1
#1a152a,#6b807b,2
#1a152a,#407080,1
#1a152a,#6b7b80,2
#1a152a,#cbb1d4,2
#1a152a,#bad4b1,1
#252a15,#2a2515,157
#252a15,#708040,117
#252a15,#807040,179
#252a15,#d4ba6a,78
#252a15,#d4cbb1,103
#252a15,#2a2523,16
#252a15,#805040,31
#252a15,#d4856a,13
#252a15,#6abad4,5
#252a15,#806616,52
#252a15,#407080,1
#252a15,#6b7080,6
#252a15,#6b7b80,9
#252a15,#6b807b,4
#252a15,#b1cbd4,27
#252a15,#2a2107,75
#252a15,#212a07,40
#252a15,#152a1a,5
#252a15,#cbd4b1,41
#252a15,#bad46a,11
#252a15,#6a85d4,4
#252a15,#508040,4
#252a15,#b1d4cb,10
#252a15,#806b70,1
#252a15,#bad4b1,7
#252a15,#cbb1d4,1
#252a15,#151a2a,2
#252a15,#405080,1
#407080,#b1cbd4,87
#407080,#6a85d4,36
#407080,#6abad4,44
#407080,#bad46a,2
#407080,#d4ba6a,27
#407080,#d4cbb1,68
#407080,#151a2a,12
#407080,#6b7b80,93
#407080,#6b807b,47
#407080,#b1d4cb,29
#407080,#807040,36
#407080,#405080,56
#407080,#cbd4b1,28
#407080,#bad4b1,11
#407080,#163180,20
#407080,#6b7080,37
#407080,#708040,7
#407080,#2a2515,7
#407080,#806b70,2
#407080,#2a2107,6
#407080,#806616,9
#407080,#805040,12
#407080,#2a2523,7
#407080,#152a1a,3
#407080,#d4856a,15
#407080,#508040,5
#407080,#2a151a,2
#407080,#25232a,1
#407080,#28232a,1
#407080,#25152a,1
#407080,#d4b1ba,2
#163180,#405080,37
#163180,#6a85d4,27
#163180,#cbb1d4,1
#163180,#d4b1ba,1
#163180,#d4cbb1,18
#163180,#6abad4,10
#163180,#b1cbd4,18
#163180,#6b7080,5
#163180,#151a2a,7
#163180,#d4ba6a,9
#163180,#152a1a,1
#163180,#807040,6
#163180,#805040,4
#163180,#d4856a,1
#163180,#6b7b80,5
#163180,#2a2515,2
#163180,#508040,1
#163180,#cbd4b1,7
#163180,#b1d4cb,4
#163180,#2a2523,1
#163180,#806b70,1
#163180,#708040,2
#163180,#bad4b1,3
#163180,#25232a,1
#d4b1ba,#2a151a,14
#d4b1ba,#2a2523,20
#d4b1ba,#805040,103
#d4b1ba,#d4856a,61
#d4b1ba,#405080,9
#d4b1ba,#6a85d4,6
#d4b1ba,#cbb1d4,75
#d4b1ba,#d4cbb1,114
#d4b1ba,#d4ba6a,26
#d4b1ba,#806616,11
#d4b1ba,#2a2515,12
#d4b1ba,#806b70,71
#d4b1ba,#807040,37
#d4b1ba,#b1cbd4,10
#d4b1ba,#6b7080,22
#d4b1ba,#cbd4b1,5
#d4b1ba,#6abad4,1
#d4b1ba,#b1d4cb,4
#d4b1ba,#bad4b1,1
#d4b1ba,#bad46a,1
#d4b1ba,#25152a,2
#d4b1ba,#28232a,2
#d4b1ba,#6b7b80,7
#d4b1ba,#6b807b,4
#d4b1ba,#25232a,3
#d4b1ba,#708040,2
#d4b1ba,#2a2107,2
#b1cbd4,#6b7b80,220
#b1cbd4,#6b807b,94
#b1cbd4,#b1d4cb,265
#b1cbd4,#bad4b1,131
#b1cbd4,#cbd4b1,303
#b1cbd4,#6b7080,133
#b1cbd4,#d4cbb1,510
#b1cbd4,#151a2a,16
#b1cbd4,#6a85d4,106
#b1cbd4,#6abad4,118
#b1cbd4,#bad46a,21
#b1cbd4,#d4ba6a,224
#b1cbd4,#708040,107
#b1cbd4,#807040,329
#b1cbd4,#805040,106
#b1cbd4,#405080,65
#b1cbd4,#2a2515,60
#b1cbd4,#806616,99
#b1cbd4,#d4856a,45
#b1cbd4,#2a2107,42
#b1cbd4,#cbb1d4,7
#b1cbd4,#2a151a,5
#b1cbd4,#2a2523,24
#b1cbd4,#25232a,2
#b1cbd4,#508040,20
#b1cbd4,#212a07,14
#b1cbd4,#152a1a,5
#b1cbd4,#806b70,8
#b1cbd4,#28232a,1
#cbb1d4,#405080,7
#cbb1d4,#6a85d4,12
#cbb1d4,#d4cbb1,57
#cbb1d4,#806616,5
#cbb1d4,#806b70,30
#cbb1d4,#d4856a,12
#cbb1d4,#2a2523,10
#cbb1d4,#805040,31
#cbb1d4,#6abad4,2
#cbb1d4,#6b7080,21
#cbb1d4,#2a151a,4
#cbb1d4,#28232a,1
#cbb1d4,#d4ba6a,14
#cbb1d4,#708040,4
#cbb1d4,#cbd4b1,5
#cbb1d4,#6b7b80,3
#cbb1d4,#6b807b,3
#cbb1d4,#2a2107,3
#cbb1d4,#807040,18
#cbb1d4,#152a1a,1
#cbb1d4,#25232a,2
#cbb1d4,#2a2515,4
#cbb1d4,#151a2a,1
#2a151a,#2a2523,66
#2a151a,#805040,208
#2a151a,#d4856a,90
#2a151a,#25152a,20
#2a151a,#25232a,26
#2a151a,#28232a,32
#2a151a,#d4ba6a,68
#2a151a,#807040,60
#2a151a,#806616,10
#2a151a,#708040,2
#2a151a,#806b70,25
#2a151a,#d4cbb1,77
#2a151a,#6abad4,1
#2a151a,#151a2a,4
#2a151a,#cbd4b1,7
#2a151a,#2a2515,11
#2a151a,#6b7b80,2
#2a151a,#6b7080,5
#2a151a,#508040,1
#2a151a,#6b807b,1
#2a151a,#b1d4cb,1
#806616,#805040,155
#806616,#807040,507
#806616,#d4856a,62
#806616,#d4cbb1,335
#806616,#708040,104
#806616,#d4ba6a,397
#806616,#cbd4b1,103
#806616,#405080,13
#806616,#6b7080,18
#806616,#2a2515,151
#806616,#25232a,5
#806616,#2a2523,12
#806616,#2a2107,169
#806616,#212a07,28
#806616,#6b807b,12
#806616,#6a85d4,19
#806616,#151a2a,3
#806616,#6b7b80,19
#806616,#bad46a,29
#806616,#bad4b1,17
#806616,#b1d4cb,32
#806616,#6abad4,17
#806616,#508040,6
#806616,#152a1a,1
#806616,#28232a,2
#806616,#806b70,3
#151a2a,#b1d4cb,7
#151a2a,#bad4b1,2
#151a2a,#cbd4b1,13
#151a2a,#d4cbb1,43
#151a2a,#6b7b80,26
#151a2a,#6b807b,5
#151a2a,#405080,41
#151a2a,#6a85d4,10
#151a2a,#805040,34
#151a2a,#d4ba6a,16
#151a2a,#6b7080,36
#151a2a,#d4856a,9
#151a2a,#2a2523,16
#151a2a,#2a2107,2
#151a2a,#807040,25
#151a2a,#25232a,26
#151a2a,#2a2515,11
#151a2a,#6abad4,2
#151a2a,#28232a,5
#151a2a,#708040,4
#151a2a,#bad46a,1
#151a2a,#806b70,4
#151a2a,#152a1a,1
#151a2a,#508040,1
#d4ba6a,#807040,1197
#d4ba6a,#d4cbb1,1209
#d4ba6a,#2a2515,259
#d4ba6a,#805040,690
#d4ba6a,#d4856a,425
#d4ba6a,#6b7080,66
#d4ba6a,#708040,243
#d4ba6a,#bad4b1,74
#d4ba6a,#cbd4b1,285
#d4ba6a,#6a85d4,57
#d4ba6a,#6abad4,53
#d4ba6a,#bad46a,65
#d4ba6a,#25152a,9
#d4ba6a,#25232a,20
#d4ba6a,#28232a,12
#d4ba6a,#2a2523,121
#d4ba6a,#6b807b,37
#d4ba6a,#b1d4cb,78
#d4ba6a,#405080,46
#d4ba6a,#6b7b80,74
#d4ba6a,#152a1a,7
#d4ba6a,#508040,18
#d4ba6a,#806b70,25
#d4ba6a,#2a2107,130
#d4ba6a,#212a07,25
#6abad4,#6a85d4,33
#6abad4,#bad46a,6
#6abad4,#d4cbb1,75
#6abad4,#2a2515,9
#6abad4,#2a2523,3
#6abad4,#807040,56
#6abad4,#b1d4cb,31
#6abad4,#cbd4b1,34
#6abad4,#6b807b,12
#6abad4,#405080,11
#6abad4,#6b7b80,17
#6abad4,#6b7080,6
#6abad4,#805040,14
#6abad4,#d4856a,8
#6abad4,#708040,28
#6abad4,#bad4b1,12
#6abad4,#2a2107,4
#6abad4,#508040,11
#6abad4,#212a07,3
#6abad4,#152a1a,2
#6abad4,#806b70,1
#212a07,#2a2107,34
#212a07,#708040,40
#212a07,#807040,52
#212a07,#2a2515,28
#212a07,#805040,1
#212a07,#d4856a,3
#212a07,#d4cbb1,29
#212a07,#cbd4b1,11
#212a07,#bad46a,5
#212a07,#6a85d4,1
#212a07,#508040,2
#212a07,#152a1a,1
#212a07,#b1d4cb,6
#212a07,#806b70,1
#212a07,#2a2523,1
#212a07,#6b7080,2
#212a07,#bad4b1,1
#212a07,#6b7b80,1
#2a2515,#807040,591
#2a2515,#d4cbb1,361
#2a2515,#805040,241
#2a2515,#d4856a,57
#2a2515,#708040,91
#2a2515,#2a2523,153
#2a2515,#b1d4cb,23
#2a2515,#bad4b1,23
#2a2515,#cbd4b1,109
#2a2515,#6a85d4,13
#2a2515,#2a2107,203
#2a2515,#806b70,13
#2a2515,#6b7080,20
#2a2515,#6b7b80,26
#2a2515,#405080,12
#2a2515,#bad46a,8
#2a2515,#508040,2
#2a2515,#25232a,7
#2a2515,#6b807b,14
#2a2515,#152a1a,2
#2a2515,#28232a,3
#508040,#708040,62
#508040,#bad46a,19
#508040,#cbd4b1,28
#508040,#405080,1
#508040,#6a85d4,2
#508040,#152a1a,9
#508040,#2a2523,2
#508040,#805040,4
#508040,#807040,23
#508040,#bad4b1,12
#508040,#d4cbb1,26
#508040,#2a2107,1
#508040,#6b807b,10
#508040,#b1d4cb,8
#508040,#6b7b80,2
#508040,#d4856a,3
#bad46a,#708040,75
#bad46a,#cbd4b1,61
#bad46a,#6a85d4,7
#bad46a,#d4cbb1,50
#bad46a,#bad4b1,16
#bad46a,#807040,46
#bad46a,#152a1a,2
#bad46a,#805040,6
#bad46a,#b1d4cb,10
#bad46a,#2a2107,8
#bad46a,#6b7080,1
#bad46a,#6b807b,4
#bad46a,#6b7b80,2
#bad46a,#d4856a,3
#bad46a,#405080,1
#bad46a,#2a2523,1
#d4856a,#805040,622
#d4856a,#807040,290
#d4856a,#d4cbb1,410
#d4856a,#2a2523,81
#d4856a,#708040,31
#d4856a,#cbd4b1,34
#d4856a,#405080,24
#d4856a,#6b7080,42
#d4856a,#2a2107,17
#d4856a,#6b807b,15
#d4856a,#806b70,49
#d4856a,#6b7b80,32
#d4856a,#25152a,8
#d4856a,#6a85d4,13
#d4856a,#25232a,21
#d4856a,#b1d4cb,14
#d4856a,#bad4b1,8
#d4856a,#28232a,12
#6b7080,#807040,137
#6b7080,#d4cbb1,244
#6b7080,#6b7b80,214
#6b7080,#6b807b,39
#6b7080,#6a85d4,57
#6b7080,#805040,122
#6b7080,#405080,133
#6b7080,#806b70,48
#6b7080,#708040,12
#6b7080,#cbd4b1,51
#6b7080,#2a2107,9
#6b7080,#25232a,22
#6b7080,#2a2523,33
#6b7080,#28232a,9
#6b7080,#152a1a,2
#6b7080,#bad4b1,10
#6b7080,#b1d4cb,18
#6b7080,#25152a,1
#bad4b1,#6b7b80,31
#bad4b1,#6b807b,34
#bad4b1,#b1d4cb,156
#bad4b1,#cbd4b1,260
#bad4b1,#d4cbb1,184
#bad4b1,#708040,46
#bad4b1,#807040,94
#bad4b1,#805040,19
#bad4b1,#2a2523,7
#bad4b1,#6a85d4,10
#bad4b1,#405080,7
#bad4b1,#806b70,1
#bad4b1,#152a1a,2
#bad4b1,#2a2107,10
#bad4b1,#25232a,1
#6b807b,#6b7b80,142
#6b807b,#b1d4cb,58
#6b807b,#cbd4b1,59
#6b807b,#d4cbb1,104
#6b807b,#708040,25
#6b807b,#805040,26
#6b807b,#806b70,6
#6b807b,#807040,62
#6b807b,#405080,7
#6b807b,#6a85d4,7
#6b807b,#2a2523,14
#6b807b,#2a2107,6
#6b807b,#152a1a,4
#6b807b,#25232a,2
#6b807b,#28232a,1
#6b7b80,#b1d4cb,66
#6b7b80,#cbd4b1,84
#6b7b80,#d4cbb1,220
#6b7b80,#805040,65
#6b7b80,#807040,132
#6b7b80,#6a85d4,36
#6b7b80,#405080,68
#6b7b80,#806b70,6
#6b7b80,#2a2107,10
#6b7b80,#2a2523,29
#6b7b80,#708040,26
#6b7b80,#25232a,6
#6b7b80,#152a1a,3
#6b7b80,#25152a,1
#6b7b80,#28232a,1
#807040,#d4cbb1,1430
#807040,#805040,870
#807040,#708040,351
#807040,#cbd4b1,405
#807040,#6a85d4,69
#807040,#2a2523,207
#807040,#b1d4cb,103
#807040,#405080,60
#807040,#806b70,36
#807040,#2a2107,263
#807040,#152a1a,11
#807040,#25232a,16
#807040,#28232a,10
#807040,#25152a,4
#806b70,#28232a,10
#806b70,#d4cbb1,68
#806b70,#25232a,13
#806b70,#2a2523,32
#806b70,#805040,115
#806b70,#2a2107,2
#806b70,#25152a,6
#806b70,#405080,12
#806b70,#cbd4b1,6
#806b70,#b1d4cb,6
#806b70,#708040,2
#806b70,#6a85d4,4
#6a85d4,#cbd4b1,39
#6a85d4,#d4cbb1,99
#6a85d4,#405080,85
#6a85d4,#805040,26
#6a85d4,#b1d4cb,14
#6a85d4,#708040,22
#6a85d4,#2a2107,11
#6a85d4,#25232a,2
#6a85d4,#2a2523,5
#6a85d4,#25152a,1
#405080,#d4cbb1,94
#405080,#b1d4cb,13
#405080,#cbd4b1,28
#405080,#805040,50
#405080,#25232a,8
#405080,#2a2107,8
#405080,#2a2523,13
#405080,#28232a,1
#405080,#708040,3
#405080,#152a1a,1
#25152a,#25232a,6
#25152a,#28232a,12
#25152a,#805040,24
#25152a,#d4cbb1,6
