node_id,node_type,label,degree
painting::Artists2/Alexey Zubov/The Ceremonial Entry Of The Russian Troops To Moscow On December 21 1709 After Their Victory In 1711.jpg,painting,The Ceremonial Entry Of The Russian Troops To Moscow On December 21 1709 After Their Victory In 1711,6
painting::Artists2/Alexey Zubov/View Of The Gagarin S Moscow Mansion From The Courtyard 1707.jpg,painting,View Of The Gagarin S Moscow Mansion From The Courtyard 1707,7
painting::Artists2/Ivan Nikitin/Tsarina Praskovia Fedorovna Saltikova Widow Of Ivan V.jpg,painting,Tsarina Praskovia Fedorovna Saltikova Widow Of Ivan V,4
painting::Artists2/Ivan Nikitin/Portrait Of Andrei Nartov.jpg,painting,Portrait Of Andrei Nartov,8
painting::Artists2/Ivan Nikitin/Tzarina Natalia Alekseevna.jpg,painting,Tzarina Natalia Alekseevna,5
painting::Artists2/Ivan Nikitin/Anna Petrovna.jpg,painting,Anna Petrovna,8
painting::Artists2/Ivan Nikitin/Crown Princess Elizabeth The Future Empress 1741.jpg,painting,Crown Princess Elizabeth The Future Empress 1741,5
painting::Artists2/Ivan Nikitin/Portrait Of Young Man In A Green Coat.jpg,painting,Portrait Of Young Man In A Green Coat,4
painting::Artists2/Ivan Nikitin/Boris Sheremetev.jpg,painting,Boris Sheremetev,10
color::#6b8070,color,#6b8070,15
color::#252a15,color,#252a15,90
color::#70806b,color,#70806b,22
color::#1a2a15,color,#1a2a15,21
painting::Artists2/Ivan Nikitin/Portrait Of Baron S G Stroganoff 1726.jpg,painting,Portrait Of Baron S G Stroganoff 1726,6
painting::Artists2/Ivan Nikitin/Peter I On His Deathbed 1725 1.jpg,painting,Peter I On His Deathbed 1725 1,3
painting::Artists2/Ivan Nikitin/Peter I On His Deathbed 1725.jpg,painting,Peter I On His Deathbed 1725,8
painting::Artists2/Ivan Nikitin/Chancelor G I Golovkin.jpg,painting,Chancelor G I Golovkin,4
painting::Artists2/Ivan Nikitin/A Malorossian Hetman Probably Pavlo Polubotok 1720.jpg,painting,A Malorossian Hetman Probably Pavlo Polubotok 1720,9
painting::Artists2/Ivan Nikitin/Peter I 1717.jpg,painting,Peter I 1717,6
painting::Artists2/Ivan Nikitin/Catherine I Of Russia 1717.jpg,painting,Catherine I Of Russia 1717,7
painting::Artists2/Ivan Nikitin/Peter I.jpg,painting,Peter I,6
color::#07102a,color,#07102a,39
painting::Artists2/Ivan Nikitin/Tzarina Praskovia Ioanovna 1714.jpg,painting,Tzarina Praskovia Ioanovna 1714,7
painting::Artists2/Ivan Nikitin/Portrait Of Elizaveta Petrovna As A Child 1713.jpg,painting,Portrait Of Elizaveta Petrovna As A Child 1713,9
painting::Artists2/Ivan Nikitin/Tzarina Natalia Alekseevna 1.jpg,painting,Tzarina Natalia Alekseevna 1,7
color::#152a25,color,#152a25,27
painting::Artists2/Cornelis Van Noorde/View Of Haarlem From The Brouwersvaart 1767.jpg,painting,View Of Haarlem From The Brouwersvaart 1767,7
color::#bad4b1,color,#bad4b1,23
painting::Artists2/Cornelis Van Noorde/View From The Blinkert Of The City Haalem 1763.jpg,painting,View From The Blinkert Of The City Haalem 1763,3
painting::Artists2/Cornelis Van Noorde/View At Halwegen Overveen 1762.jpg,painting,View At Halwegen Overveen 1762,3
painting::Artists2/Cornelis Van Noorde/View Of The Hofstede The Klooster From The Kleverlaan 1762.jpg,painting,View Of The Hofstede The Klooster From The Kleverlaan 1762,3
painting::Artists2/Aleksey Antropov/Portrait Of Prince M I Vorontsov.jpg,painting,Portrait Of Prince M I Vorontsov,6
painting::Artists2/Francesco Guardi/Deer Hunting.jpg,painting,Deer Hunting,7
painting::Artists2/Francesco Guardi/View Of The Island Of San Michele Near Murano Venice.jpg,painting,View Of The Island Of San Michele Near Murano Venice,6
painting::Artists2/Francesco Guardi/View Of The Island Of San Giorgio In Alga Venice.jpg,painting,View Of The Island Of San Giorgio In Alga Venice,7
painting::Artists2/Francesco Guardi/Venice A View Of The Entrance To The Grand Canal.jpg,painting,Venice A View Of The Entrance To The Grand Canal,6
painting::Artists2/Francesco Guardi/Venice A View Of The Church Of San Giorgio Maggiore Seen From The Giudecca.jpg,painting,Venice A View Of The Church Of San Giorgio Maggiore Seen From The Giudecca,6
painting::Artists2/Francesco Guardi/Venice A View Of The Piazzetta Looking South With The Palazzo Ducale.jpg,painting,Venice A View Of The Piazzetta Looking South With The Palazzo Ducale,8
