path,author_name,painting_name,image_url,x,y,art_movement,n_paintings,graph_edges,fiedler_value
Artists2/Joaqu N Sorolla/The Press 1896.jpg,Joaqu N Sorolla,The Press 1896,https://uploads1.wikiart.org/images/joaquin-sorolla/the-press-1896.jpg!Large.jpg,-0.0006994562028482136,7.475594247875618e-05,Impressionism,4675,34108,0.006958729367527153
