path,author_name,painting_name,image_url,x,y
Artists2/Albrecht Altdorfer/Recover The Body Of St Sebastian 1516.jpg,Albrecht Altdorfer,Recover The Body Of St Sebastian 1516,https://uploads0.wikiart.org/images/albrecht-altdorfer/recover-the-body-of-st-sebastian-1516.jpg!Large.jpg,0.022115786205161966,0.003408837710915808
Artists2/Albrecht Altdorfer/Resurrection Of Christ.jpg,Albrecht Altdorfer,Resurrection Of Christ,https://uploads3.wikiart.org/images/albrecht-altdorfer/resurrection-of-christ.jpg!Large.jpg,0.01912997994750778,0.0024952760055733667
Artists2/Albrecht Altdorfer/Saint Peter.jpg,Albrecht Altdorfer,Saint Peter,https://uploads1.wikiart.org/images/albrecht-altdorfer/saint-peter.jpg!Large.jpg,0.012589208195743553,0.0015410037987197206
Artists2/Albrecht Altdorfer/Samson And The Lion 1512.jpg,Albrecht Altdorfer,Samson And The Lion 1512,https://uploads5.wikiart.org/images/albrecht-altdorfer/samson-and-the-lion-1512.jpg!Large.jpg,0.009909235432687114,3.570514177537214e-05
Artists2/Albrecht Altdorfer/Self Portrait 1530.jpg,Albrecht Altdorfer,Self Portrait 1530,https://uploads8.wikiart.org/images/albrecht-altdorfer/self-portrait-1530.jpg!Large.jpg,-0.03547660637243394,-0.01797611407567666
Artists2/Albrecht Altdorfer/Susanna In The Bath 1526.jpg,Albrecht Altdorfer,Susanna In The Bath 1526,https://uploads5.wikiart.org/images/albrecht-altdorfer/susanna-in-the-bath-1526.jpg!Large.jpg,0.016653244435670414,0.0021922692178418025
Artists2/Albrecht Altdorfer/The Adoration Of The Magi 1535.jpg,Albrecht Altdorfer,The Adoration Of The Magi 1535,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-adoration-of-the-magi-1535.jpg!Large.jpg,0.018943679154032608,0.002326489095021525
Artists2/Albrecht Altdorfer/The Battle Of Issus 1529.jpg,Albrecht Altdorfer,The Battle Of Issus 1529,https://uploads5.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-1529.jpg!Large.jpg,-0.014127706600258515,-0.0052062918312431134
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1.jpg!Large.jpg,-0.011757585683974371,-0.004462220787426667
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 1.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 1,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-1.jpg!Large.jpg,0.001610170151967013,0.000566617242170577
