path,author_name,painting_name,image_url,x,y
Artists2/Fernand Leger/Landscape Animated 1St Study 1921.jpg,Fernand Leger,Landscape Animated 1St Study 1921,https://uploads0.wikiart.org/images/fernand-leger/landscape-animated-1st-study-1921.jpg!Large.jpg,-0.03044550763094135,-0.01573723531474314
Artists2/Fernand Leger/Landscape.jpg,Fernand Leger,Landscape,https://uploads3.wikiart.org/images/fernand-leger/landscape.jpg!Large.jpg,-0.030043680733360053,-0.015419706433192047
Artists2/Fernand Leger/Leisure On Red Background 1949.jpg,Fernand Leger,Leisure On Red Background 1949,https://uploads6.wikiart.org/images/fernand-leger/leisure-on-red-background-1949.jpg!Large.jpg,-0.002276874220412819,-0.01308421588510761
Artists2/Fernand Leger/Leisures On Red Bottom 1949.jpg,Fernand Leger,Leisures On Red Bottom 1949,https://uploads3.wikiart.org/images/fernand-leger/leisures-on-red-bottom-1949.jpg!Large.jpg,0.0035752698050025055,-0.0066885127025769105
Artists2/Fernand Leger/Lovers In The Street.jpg,Fernand Leger,Lovers In The Street,https://uploads5.wikiart.org/images/fernand-leger/lovers-in-the-street.jpg!Large.jpg,-0.0472778016316367,0.007718142208012264
Artists2/Fernand Leger/Lovers.jpg,Fernand Leger,Lovers,https://uploads0.wikiart.org/images/fernand-leger/lovers.jpg!Large.jpg,-0.042740473483081826,0.008129289780842576
Artists2/Fernand Leger/Machine Element 1924.jpg,Fernand Leger,Machine Element 1924,https://uploads5.wikiart.org/images/fernand-leger/machine-element-1924.jpg!Large.jpg,0.0034202735734704527,-0.037175800074241865
Artists2/Fernand Leger/Machine Element 1St State 1924.jpg,Fernand Leger,Machine Element 1St State 1924,https://uploads6.wikiart.org/images/fernand-leger/machine-element-1st-state-1924.jpg!Large.jpg,0.0035537817347654306,-0.040174720262204554
Artists2/Fernand Leger/Machine Elements 1919.jpg,Fernand Leger,Machine Elements 1919,https://uploads6.wikiart.org/images/fernand-leger/machine-elements-1919.jpg!Large.jpg,0.003987153551312193,-0.04041437513703569
Artists2/Fernand Leger/Machine Elements 1920.jpg,Fernand Leger,Machine Elements 1920,https://uploads6.wikiart.org/images/fernand-leger/machine-elements-1920.jpg!Large.jpg,0.0026546378967223713,-0.03110773727698825
Artists2/Fernand Leger/Man And Woman 1921.jpg,Fernand Leger,Man And Woman 1921,https://uploads3.wikiart.org/images/fernand-leger/man-and-woman-1921.jpg!Large.jpg,0.01502906022922722,0.030354982658021556
Artists2/Fernand Leger/Man In Town.jpg,Fernand Leger,Man In Town,https://uploads5.wikiart.org/images/fernand-leger/man-in-town.jpg!Large.jpg,-0.07899520923807034,0.014470232032771795
Artists2/Fernand Leger/Manufacturers 1950.jpg,Fernand Leger,Manufacturers 1950,https://uploads3.wikiart.org/images/fernand-leger/manufacturers-1950.jpg!Large.jpg,0.005792909080912011,-0.011873521924674925
Artists2/Fernand Leger/Manufacturers On A Blue Background 1950.jpg,Fernand Leger,Manufacturers On A Blue Background 1950,https://uploads6.wikiart.org/images/fernand-leger/manufacturers-on-a-blue-background-1950.jpg!Large.jpg,0.007494132160464406,-0.014633306902469098
Artists2/Fernand Leger/Manufacturers On A Blue Background 1951.jpg,Fernand Leger,Manufacturers On A Blue Background 1951,https://uploads6.wikiart.org/images/fernand-leger/manufacturers-on-a-blue-background-1951.jpg!Large.jpg,0.0069013428179041875,-0.013495386366324346
Artists2/Fernand Leger/Manufacturers With Aloe 1951.jpg,Fernand Leger,Manufacturers With Aloe 1951,https://uploads4.wikiart.org/images/fernand-leger/manufacturers-with-aloe-1951.jpg!Large.jpg,0.0075435576205909296,-0.014347324347116452
Artists2/Fernand Leger/Maquette Pour A Mosaic Of The Crypt Of The Memorial At High Mardasson.jpg,Fernand Leger,Maquette Pour A Mosaic Of The Crypt Of The Memorial At High Mardasson,https://uploads8.wikiart.org/images/fernand-leger/maquette-pour-a-mosaic-of-the-crypt-of-the-memorial-at-high-mardasson.jpg,-0.051501264761974946,0.01039058522072837
Artists2/Fernand Leger/Mechanical Compositions 1923.jpg,Fernand Leger,Mechanical Compositions 1923,https://uploads4.wikiart.org/images/fernand-leger/mechanical-compositions-1923.jpg!Large.jpg,0.0029678024543876944,-0.030668080056591544
Artists2/Fernand Leger/Mechanical Elements On A Blue Background 1948.jpg,Fernand Leger,Mechanical Elements On A Blue Background 1948,https://uploads3.wikiart.org/images/fernand-leger/mechanical-elements-on-a-blue-background-1948.jpg!Large.jpg,0.0021393063719197538,-0.03529933839302161
Artists2/Fernand Leger/Mechanical Elements On Red Background 1924.jpg,Fernand Leger,Mechanical Elements On Red Background 1924,https://uploads0.wikiart.org/images/fernand-leger/mechanical-elements-on-red-background-1924.jpg!Large.jpg,0.003345306925867054,-0.03629582701611947
Artists2/Fernand Leger/Men In The City 1919.jpg,Fernand Leger,Men In The City 1919,https://uploads5.wikiart.org/images/fernand-leger/men-in-the-city-1919.jpg!Large.jpg,0.009821476357507849,0.00829071411975029
Artists2/Fernand Leger/Model For Building The Gas From France To Alford.jpg,Fernand Leger,Model For Building The Gas From France To Alford,https://uploads5.wikiart.org/images/fernand-leger/model-for-building-the-gas-from-france-to-alford.jpg,-0.06962357246799557,0.013832551594609752
Artists2/Fernand Leger/Model For The Mosaic Of The Church Of Our Lady Of All Graces 1947 1.jpg,Fernand Leger,Model For The Mosaic Of The Church Of Our Lady Of All Graces 1947 1,https://uploads7.wikiart.org/images/fernand-leger/model-for-the-mosaic-of-the-church-of-our-lady-of-all-graces-1947-1.jpg!Large.jpg,-0.06011324306578357,0.014390074686360686
Artists2/Fernand Leger/Model For The Mosaic Of The Church Of Our Lady Of All Graces 1947.jpg,Fernand Leger,Model For The Mosaic Of The Church Of Our Lady Of All Graces 1947,https://uploads5.wikiart.org/images/fernand-leger/model-for-the-mosaic-of-the-church-of-our-lady-of-all-graces-1947.jpg!Large.jpg,-0.10079801102280501,0.022463889993008662
Artists2/Fernand Leger/Model Setting For The Opera By Darius Milhaud Bolivar L Pass Andes.jpg,Fernand Leger,Model Setting For The Opera By Darius Milhaud Bolivar L Pass Andes,https://uploads6.wikiart.org/images/fernand-leger/model-setting-for-the-opera-by-darius-milhaud-bolivar-l-pass-andes.jpg!Large.jpg,-0.09237180594913558,0.020367619529455268
Artists2/Fernand Leger/Models Mosaic Project For Gaz De France Alforville 1955.jpg,Fernand Leger,Models Mosaic Project For Gaz De France Alforville 1955,https://uploads4.wikiart.org/images/fernand-leger/models-mosaic-project-for-gaz-de-france-alforville-1955.jpg!Large.jpg,-0.07608065962761916,0.015144535306157584
Artists2/Fernand Leger/Models Mosaic Project For Gaz De France Alforville.jpg,Fernand Leger,Models Mosaic Project For Gaz De France Alforville,https://uploads8.wikiart.org/images/fernand-leger/models-mosaic-project-for-gaz-de-france-alforville.jpg!Large.jpg,-0.10468127141841878,0.023054222436404908
Artists2/Fernand Leger/Montparnasse.jpg,Fernand Leger,Montparnasse,https://uploads6.wikiart.org/images/fernand-leger/montparnasse.jpg!Large.jpg,-0.07188807939517118,0.013556720263622899
Artists2/Fernand Leger/Mother And Child 1955.jpg,Fernand Leger,Mother And Child 1955,https://uploads6.wikiart.org/images/fernand-leger/mother-and-child-1955.jpg!Large.jpg,0.00840325270166927,0.007014161018617578
Artists2/Fernand Leger/Mural 1951.jpg,Fernand Leger,Mural 1951,https://uploads4.wikiart.org/images/fernand-leger/mural-1951.jpg!Large.jpg,0.017403223156234205,0.0329400869799413
