painting_id,motif,weight
painting::Artists2/Bartolome Esteban Murillo/The Holy Family The Seville Virgin 1670.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St John The Baptist With A Lamb 1670.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Assumption Of The Virgin 1670.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Francis Xavier 1670.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Christ At The Pool Of Bethesda 1670.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis Of Assisi Embracing The Crucified Christ.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Annunciation.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St Thomas Of Villanueva Distributing Alms.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds 1.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Vision To St Francis At Porziuncola.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Thomas Of Villanueva Dividing His Clothes Among Beggar Boys.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Liberation Of St Peter 1667.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St Leander And St Bonaventure.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Madonna With A Napkin.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Joseph With Infant Chris 1666.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Rest On The Flight Into Egypt.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Anthony Of Padua And The Infant Jesus.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception 1665.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Madonna In The Clouds 1660.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Flight Into Egypt 1660.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Christ The Good Shepherd.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Chasuble Of St Ildefonso 1660.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Birth Of The Virgin 1660.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Magi 1660.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Vision Of St Anthony Of Padua 1656.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception Oil On Canvas.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St Rodriguez 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St Isidor 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint John The Baptist Pointing To Christ 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Catherine Of Alexandria 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Adelelmus Of Burgos 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Holy Family With The Infant Saint John 1655.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Virgin With Child.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Virgin And Child 1650.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family With The Little Bird.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Flight Into Egypt 1650.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Adoration Of The Shepherds.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Angels Kitchen 1646.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/St Diego Giving Alms 1646.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Saint Didacus Of Alcalá In Ecstasy Before The Cross 1646.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/The Vision Of Fray Lauterio.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Madonna And Child 1638.jpg,saints-and-apostles,1
painting::Artists2/Bartolome Esteban Murillo/Jesus Among Doctors 1630.jpg,saints-and-apostles,1
painting::Artists2/Rembrandt/The Denial Of Peter 1660.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Marthyrship Of The Holy Barbara.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Holy Trinity.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Holy Man.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Holy Franciscus Heals Giovanni Di Carat.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Theodoor Holy Franciscus Announces Birth Of Son.jpg,saints-and-apostles,1
painting::Artists2/Theodoor Van Thulden/Theodoor Flanders And Brabant Honour Maria.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Virgin Of The Rosary.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Child Jesus In The Spine.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Jerome.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Engracia.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Dorothy.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Catherine Of Alexandria.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Carmel.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Barbe.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Scene From The Life Of Saint Pierre Theophile.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Sainte Marine.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Mathilda.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/St Jerome.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/St George And The Dragon.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Saint Bartholomew.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Evangelist John.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/The Lamentation Of Christ.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/Coronation Of The Virgin 1644.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/St Anthony Abbot 1638.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Flight Into Egypt.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Shepherds.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1661.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Childhood Of The Virgin.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Luke As A Painter Before Christ On The Cross.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Francis 1660.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Rest On The Flight To Egypt 1659.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Madonna With Child 1658.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Virgin Of The Carthusians.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Eulalia.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Denial Of Saint Peter 1650.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Engracia 1650.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Bonaventure 1650.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Ursula 1650.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Francis.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy 1.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception With Saint Joachim And Saint Anne 1640.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Rufina Of Seville 1640.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Jerome With St Paula And St Eustochium 1640.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Jerome 1.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Casilda Of Toledo.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Anthony Of Padua.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Francis Kneeling 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Magi 1640.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Temptation Of St Jerome 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Lawrence 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Anthony Dispirited 1640.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Mercy Of Fra Martin De Vizcaya 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Francis In Meditation 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Monastery Of Nuestra Señora De La Defensión At Jerez De La Frontera Scene The Circumcision 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Flagellation Of St Jerome By The Angels 1639.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Romanus And St Barulas Of Antioch 1638.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Shepherds 1638.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Apollonia 1636.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Savior Blessing 1638.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Monastery Of Nuestra Señora De La Defensión At Jerez De La Frontera The Annunciation.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1635.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Dream Of Saint Joseph 1635.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Francis Contemplating A Skull.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Vision Of Blessed Alonso Rodriguez 1633.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/St Agnese.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/The Throne Of Saint Peter 1666.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/St Jerome.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/Saint Jerome 1663.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/The Ecstasy Of St Teresa 1652.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/St Augustine.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/The Ecstasy Of St Teresa.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/St Longinus.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/The Last Supper.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/Saint Michael Dedicating His Weapons To The Virgin.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/Rest Of The Holy Family.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/Mary Magdalene In Meditation.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/Nativity With The Torch.jpg,saints-and-apostles,1
painting::Artists2/Le Nain Brothers/The Supper At Emmaus 1645.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Maria And Child And Saints.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/The Vision Of St Anthony 1629.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Blessed Joseph Hermann 1629.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Saint John The Baptist In The Wilderness.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Apostle Jude 1621.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/The Lamentation 1620.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/St Anthony The Abbot And St Paul The First Hermit.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/Temptation Of St Thomas Aquinas.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/Vision Of St Anthony Of Padua 1662.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St John The Evangelist Giving Communion To The Virgin.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Hugh Of Cluny In The Refectory Of The Carthusians 1633.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Agatha 1633.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Bartholomew Almost In Agony 1632.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Meditation Of St Francis 1632.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Holy Face.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Margaret Dressed As A Shepherdess.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Apotheosis Of St Thomas Aquinas 1631.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Apostle St Andrew 1631.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Pierre Pascal Bishop Of Jaen.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Young Virgin 1630.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1630.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy 1630.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Vision Of St Peter Nolasco 1629.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Birth Of The Virgin 1629.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Appearance Of St Peter To St Peter Nolasco 1629.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/St Gregory 1627.jpg,saints-and-apostles,1
painting::Artists2/Francisco De Zurbaran/Christ On The Cross 1627.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/Saint Andrew And Saint Thomas.jpg,saints-and-apostles,1
painting::Artists2/Gian Lorenzo Bernini/St Bibiana 1626.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/Emperor Theodosius Forbidden By St Ambrose To Enter Milan Cathedral 1620.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/An Apostle With Folded Hands 1620.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/The Penitent Apostle Peter 1618.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/St Martin Dividing His Cloak.jpg,saints-and-apostles,1
painting::Artists2/Anthony Van Dyck/An Apostle.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/The Virgin Appearing To St Ildephonsus And Giving Him A Robe 1620.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/St Paul.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/Saint Thomas 1620.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/Saint Paul 1620.jpg,saints-and-apostles,1
painting::Artists2/Diego Velazquez/Saint John At Patmos.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/St Gregory.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/St Ambrose.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/Sacrifice Of Isaac.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/Healing Of Tobit.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/St Jerome.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/Sarah Leading Hagar To Abraham 1639.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/Christ Before Caiaphas.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/The Evangelists St Mark And St Luke.jpg,saints-and-apostles,1
painting::Artists2/Matthias Stom/The Incredulity Of St Thomas.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St Bernard And The Virgin.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St Isidore Saves A Child That Had Fallen In A Well.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St Vincent Ferrer Preaching.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St John The Evangelist At Patmos.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St John The Evangelist And The Poisoned Cup.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St James The Greater.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/Saint John The Evangelist S Vision Of Jerusalem 1635.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/St John The Baptist 1634.jpg,saints-and-apostles,1
painting::Artists2/Alonzo Cano/San Francisco De Borja Saint Francis Borgia 1624.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Virgin And Child With Saints.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome 1644.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Thomas.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Bartholomew.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Martyrdom Of St Bartholomew.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Apostle James The Minor.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome Penitente 1652.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Sebastian 1651.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Mary Of Egypt 1651.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome 1651.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Communion Of The Apostles 1651.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Holy Family With St Anne The Young Baptist And His Parents.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/Saint Peter.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/Saint John The Baptist.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Paul The Hermit 1647.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Simeon With The Christ Child 1647.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Lamentation.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Miracle Of The Obol In The Mouth Of The Fish.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Supper At Emmaus.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Apostles St Paul And St Barnabas At Lystra 1645.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Miraculous Draught Of Fishes.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Francis Of Assisi 1643.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Bruno The Carthusian 1643.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Mary Of Egypt 1641.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Mary Magdalene Or St Thais In The Desert.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Agnes In Prison 1641.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Martyrdom Of St Philip 1639.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Vision Of St Francis Of Assisi 1638.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Elias 1638.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Peter.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome And The Trumpet Of Doom 1637.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Hristopher 1637.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Paul 1637.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Assumption Of Mary Magdalene 1636.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St John The Baptist In The Wilderness.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Holy Family With St Bruno The Carthusian Monks Saints Who Left St Bernard Of Siena St.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Martyrdom Of St Bartholomew 1634.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Lamentation 1633.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Roch 1631.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Andrew.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Martyrdom Of St Bartholomew.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Simon.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Peter.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Martyrdom Of St Andrew 1628.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Sebastian Attended By Saint Irene 1628.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome Hears The Last Trumpet 1626.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome And The Angel Of Judgement 1626.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Veneration Of The Eucharist.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/Saint Christopher Carrying The Child Jesus 1630.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/An Apostle.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Four Evangelists.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Disciples At The Tomb 1625.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Martyrdom Of Saint Lawrence.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Ceiling Fresco In The Hall Of Saturn 1665.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/The Martyrdom Of Saint Stephen 1660.jpg,saints-and-apostles,1
painting::Artists2/Adriaen Van De Venne/Moses Striking The Rock.jpg,saints-and-apostles,1
painting::Artists2/Nicolas Tournier/The Descent From The Cross.jpg,saints-and-apostles,1
painting::Artists2/Nicolas Tournier/Christ On The Cross With The Virgin Mary Magdalene St John And St Francis Of Paola.jpg,saints-and-apostles,1
painting::Artists2/Nicolas Tournier/St Paul 1626.jpg,saints-and-apostles,1
painting::Artists2/Nicolas Tournier/The Denial Of St Peter 1625.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Albert 1626.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Deposition.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Paul The Hermit.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Sebastian.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Madonna With The Christ Child And Saint Bruno 1624.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Sebastian Tended By The Holy Women 1621.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Jerome And The Angel 1621.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Crucifixion.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/The Martyrdom Of St Bartholomew 1.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Andrew 1.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Saint Peter And Saint Paul.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Andrew 2.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/Martyrdom Of Saint Lawrence.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Matthew With The Angel 1613.jpg,saints-and-apostles,1
painting::Artists2/Jusepe De Ribera/St Philip.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Virgin And Child In The Company Of Little St John And His Parents 1617.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Mission Of St Peter 1617.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/The Apostles St Paul And St Barnabas At Lystra 1616.jpg,saints-and-apostles,1
painting::Artists2/Jacob Jordaens/Holy Family With Elizabeth And Child John The Baptist 1615.jpg,saints-and-apostles,1
painting::Artists2/Jacques Stella/Early Life Of Christ In The Bowyer Bible Print 9 Of 21 Dream Of Saint Joseph.jpg,saints-and-apostles,1
painting::Artists2/Jacques Stella/The Marriage Of The Virgin.jpg,saints-and-apostles,1
painting::Artists2/Jacques Stella/The Baptism Of Christ.jpg,saints-and-apostles,1
painting::Artists2/Jacques Stella/St Cecilia.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Holy Family Resting On The Flight To Egypt.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Return Of Hagar.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/The Alliance Of Jacob And Laban 1635.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Ananias Restoring The Sight Of Saint Paul.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Madonna And Saints 1628.jpg,saints-and-apostles,1
painting::Artists2/Pietro Da Cortona/Piet 1625.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Crucifixion With The Virgin And St John.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/St Sebastian Tended By Irene And Her Maid 1625.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Deliverance Of St Peter.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Calling Of St Matthew.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Incredulity Of St Thomas.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Calling Of St Matthew 1621.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Adoration Of The Magi 1619.jpg,saints-and-apostles,1
painting::Artists2/Hendrick Terbrugghen/The Calling Of St Matthew 1.jpg,saints-and-apostles,1
painting::Artists2/Bernardo Strozzi/St Peter Cures The Lame Beggar.jpg,saints-and-apostles,1
painting::Artists2/Caravaggio/Saint Francis In Prayer.jpg,saints-and-apostles,1
painting::Artists2/Guido Reni/St Joseph.jpg,saints-and-apostles,1
painting::Artists2/Guido Reni/Saint Peter.jpg,saints-and-apostles,1
painting::Artists2/Guido Reni/Saint Mark.jpg,saints-and-apostles,1
painting::Artists2/Guido Reni/Saint Joseph.jpg,saints-and-apostles,1
