node_id,node_type,label,degree
painting::Artists2/Richard Lindner/Ice.jpg,painting,Ice,6
painting::Artists2/Richard Lindner/Hunting.jpg,painting,Hunting,4
painting::Artists2/Richard Lindner/Hello.jpg,painting,Hello,1
painting::Artists2/Richard Lindner/Head.jpg,painting,Head,7
painting::Artists2/Richard Lindner/Great Ideas Of Western Man.jpg,painting,Great Ideas Of Western Man,8
color::#282a23,color,#282a23,79
color::#252a23,color,#252a23,32
painting::Artists2/Richard Lindner/Fifth Avenue.jpg,painting,Fifth Avenue,3
painting::Artists2/Richard Lindner/F B I On East69Th Street.jpg,painting,F B I On East69Th Street,4
painting::Artists2/Richard Lindner/Double Portrait.jpg,painting,Double Portrait,8
painting::Artists2/Richard Lindner/Disneyland.jpg,painting,Disneyland,7
color::#1a152a,color,#1a152a,18
color::#504080,color,#504080,19
painting::Artists2/Richard Lindner/Couple 2.jpg,painting,Couple 2,7
painting::Artists2/Richard Lindner/Couple 1.jpg,painting,Couple 1,7
painting::Artists2/Richard Lindner/Couple.jpg,painting,Couple,5
painting::Artists2/Richard Lindner/Contact.jpg,painting,Contact,4
painting::Artists2/Richard Lindner/Boy And Machine.jpg,painting,Boy And Machine,8
painting::Artists2/Richard Lindner/Boy 1.jpg,painting,Boy 1,7
painting::Artists2/Richard Lindner/Boy.jpg,painting,Boy,6
painting::Artists2/Richard Lindner/Anna.jpg,painting,Anna,9
painting::Artists2/Richard Lindner/Angel In Me.jpg,painting,Angel In Me,4
painting::Artists2/Richard Lindner/Adults Only.jpg,painting,Adults Only,6
painting::Artists2/Richard Lindner/A Letter From New York.jpg,painting,A Letter From New York,8
color::#804050,color,#804050,20
color::#cbd4b1,color,#cbd4b1,330
painting::Artists2/Richard Lindner/Ludwig Ii 1974.jpg,painting,Ludwig Ii 1974,5
painting::Artists2/Richard Lindner/The Ace Of Clubs 1973.jpg,painting,The Ace Of Clubs 1973,8
painting::Artists2/Richard Lindner/The Couple 1971.jpg,painting,The Couple 1971,5
painting::Artists2/Richard Lindner/Thank You.jpg,painting,Thank You,5
painting::Artists2/Richard Lindner/Woman 1970.jpg,painting,Woman 1970,4
painting::Artists2/Richard Lindner/Untitled 1969.jpg,painting,Untitled 1969,3
painting::Artists2/Richard Lindner/Telephone.jpg,painting,Telephone,6
color::#706b80,color,#706b80,41
color::#7b6b80,color,#7b6b80,20
painting::Artists2/Richard Lindner/Rock Rock.jpg,painting,Rock Rock,6
painting::Artists2/Richard Lindner/The Street 1963.jpg,painting,The Street 1963,5
painting::Artists2/Richard Lindner/The Secret 1960.jpg,painting,The Secret 1960,6
painting::Artists2/Richard Lindner/The Billiard.jpg,painting,The Billiard,4
painting::Artists2/Richard Lindner/Boy With Machine.jpg,painting,Boy With Machine,6
painting::Artists2/Corneliu Michailescu/Unknown Title.jpg,painting,Unknown Title,9
color::#806b70,color,#806b70,39
