color_a,color_b,shared_paintings
#2a1007,#508040,7
#2a1007,#152a1a,2
#2a1007,#804050,3
#2a1007,#6b7080,2
#2a1007,#6b807b,1
#2a1007,#d46a85,3
#2a1007,#1a2a15,2
#6b8070,#b1d4ba,8
#6b8070,#70806b,35
#6b8070,#bad4b1,13
#6b8070,#cbd4b1,22
#6b8070,#d4b1ba,2
#6b8070,#408050,2
#6b8070,#6b807b,29
#6b8070,#6b7080,7
#6b8070,#6b7b80,17
#6b8070,#807b6b,12
#6b8070,#b1bad4,2
#6b8070,#b1cbd4,9
#6b8070,#d4856a,4
#6b8070,#232a25,4
#6b8070,#252a23,5
#6b8070,#2a2823,1
#6b8070,#708040,5
#6b8070,#807040,13
#6b8070,#d4ba6a,8
#6b8070,#2a2107,4
#6b8070,#2a2515,5
#6b8070,#d4a824,5
#6b8070,#806616,5
#6b8070,#232a28,4
#6b8070,#166680,2
#6b8070,#1a2a15,3
#6b8070,#508040,2
#6b8070,#252a15,2
#6b8070,#072a10,2
#6b8070,#152a1a,3
#6b8070,#152a25,2
#6b8070,#23252a,1
#6b8070,#23282a,1
#6b8070,#803116,2
#6b8070,#d45124,2
#6b8070,#072a21,1
#6b8070,#151a2a,4
#6b8070,#15252a,1
#6b8070,#405080,3
#6b8070,#2a151a,1
#6b8070,#2a2523,1
#6b8070,#1a152a,1
#6b8070,#25152a,1
#706b80,#7b6b80,12
#706b80,#803116,4
#706b80,#d42451,1
#706b80,#d45124,1
#706b80,#23252a,3
#706b80,#6b7080,23
#706b80,#6b7b80,7
#706b80,#806b7b,10
#706b80,#405080,11
#706b80,#b1bad4,13
#706b80,#151a2a,3
#706b80,#504080,3
#706b80,#2a2523,6
#706b80,#23282a,1
#706b80,#806616,1
#706b80,#807040,3
#706b80,#d4ba6a,4
#706b80,#cbb1d4,3
#706b80,#d4b1ba,4
#706b80,#d4b1cb,2
#706b80,#1a152a,1
#706b80,#25152a,1
#706b80,#28232a,4
#706b80,#2a151a,2
#706b80,#2a2515,1
#706b80,#807b6b,5
#706b80,#2a1525,1
#706b80,#b1cbd4,1
#706b80,#bad46a,1
#706b80,#b1d4ba,1
#706b80,#bad4b1,3
#706b80,#cbd4b1,3
#706b80,#6a85d4,3
#706b80,#804050,2
#706b80,#d4856a,3
#706b80,#6b807b,1
#b1bad4,#807b6b,22
#b1bad4,#b1cbd4,46
#b1bad4,#d4b1ba,10
#b1bad4,#d4b1cb,5
#b1bad4,#15252a,7
#b1bad4,#166680,3
#b1bad4,#6b7080,36
#b1bad4,#804050,2
#b1bad4,#d4856a,10
#b1bad4,#6b7b80,23
#b1bad4,#405080,18
#b1bad4,#807040,9
#b1bad4,#23282a,7
#b1bad4,#d4ba6a,19
#b1bad4,#23252a,12
#b1bad4,#2a2523,16
#b1bad4,#7b6b80,4
#b1bad4,#806b7b,5
#b1bad4,#6a85d4,6
#b1bad4,#806616,7
#b1bad4,#072a21,2
#b1bad4,#6b807b,8
#b1bad4,#d45124,12
#b1bad4,#d4a824,14
#b1bad4,#28232a,2
#b1bad4,#2a151a,3
#b1bad4,#2a1525,3
#b1bad4,#2a2515,3
#b1bad4,#2a2823,9
#b1bad4,#cbd4b1,18
#b1bad4,#212a07,1
#b1bad4,#252a15,3
#b1bad4,#803116,19
#b1bad4,#b1d4ba,8
#b1bad4,#cbb1d4,1
#b1bad4,#504080,1
#b1bad4,#508040,3
#b1bad4,#151a2a,13
#b1bad4,#1a152a,1
#b1bad4,#1a2a15,1
#b1bad4,#708040,1
#b1bad4,#70806b,2
#b1bad4,#bad4b1,4
#b1bad4,#24a8d4,1
#b1bad4,#163180,3
#b1bad4,#2a0710,2
#b1bad4,#07212a,1
#b1bad4,#d42451,1
#b1bad4,#232a28,3
#b1bad4,#252a23,2
#b1bad4,#232a25,2
#b1bad4,#bad46a,1
#b1bad4,#152a1a,1
#b1bad4,#152a25,1
#23282a,#07212a,1
#23282a,#151a2a,23
#23282a,#15252a,32
#23282a,#23252a,35
#23282a,#2a2523,15
#23282a,#6b7b80,21
#23282a,#d45124,2
#23282a,#2a0710,1
#23282a,#2a151a,1
#23282a,#6b7080,14
#23282a,#807b6b,14
#23282a,#d4856a,4
#23282a,#806616,1
#23282a,#807040,7
#23282a,#d4ba6a,11
#23282a,#d4a824,4
#23282a,#2a2515,1
#23282a,#2a2823,9
#23282a,#708040,2
#23282a,#cbd4b1,9
#23282a,#b1cbd4,6
#23282a,#b1d4ba,1
#23282a,#bad4b1,2
#23282a,#232a28,14
#23282a,#405080,8
#23282a,#232a25,5
#23282a,#252a23,3
#23282a,#152a1a,1
#23282a,#6b807b,4
#23282a,#152a25,2
#23282a,#252a15,1
#23282a,#668016,1
#23282a,#bad46a,1
#23282a,#163180,1
#23282a,#804050,1
#23282a,#803116,1
#d4b1cb,#807b6b,3
#d4b1cb,#b1cbd4,5
#d4b1cb,#d4b1ba,20
#d4b1cb,#cbb1d4,13
#d4b1cb,#cbd4b1,4
#d4b1cb,#166680,1
#d4b1cb,#2a1525,2
#d4b1cb,#504080,2
#d4b1cb,#7b6b80,3
#d4b1cb,#806b7b,5
#d4b1cb,#6b7080,1
#d4b1cb,#6b807b,1
#d4b1cb,#d4856a,4
#d4b1cb,#d4a824,8
#d4b1cb,#d4ba6a,2
#d4b1cb,#1a2a15,1
#d4b1cb,#212a07,1
#d4b1cb,#252a15,1
#d4b1cb,#d45124,6
#d4b1cb,#405080,2
#d4b1cb,#6a85d4,3
#d4b1cb,#803116,2
#d4b1cb,#b1d4ba,1
#d4b1cb,#2a2107,1
#d4b1cb,#2a2515,3
#d4b1cb,#668016,1
#d4b1cb,#708040,2
#d4b1cb,#2a2523,1
#d4b1cb,#2a2823,2
#d4b1cb,#807040,2
#d4b1cb,#163180,2
#d4b1cb,#2a0710,3
#d4b1cb,#2a151a,1
#d4b1cb,#806616,1
#d4b1cb,#25152a,1
#d4b1cb,#d46a85,1
#d4b1cb,#bad4b1,1
#07212a,#151a2a,8
#07212a,#15252a,12
#07212a,#23252a,4
#07212a,#2a151a,3
#07212a,#2a1525,2
#07212a,#2a2515,1
#07212a,#2a2523,5
#07212a,#807040,2
#07212a,#d4ba6a,4
#07212a,#252a15,1
#07212a,#2a2107,1
#07212a,#d4a824,5
#07212a,#807b6b,1
#07212a,#163180,3
#07212a,#166680,13
#07212a,#803116,6
#07212a,#d45124,8
#07212a,#cbd4b1,1
#07212a,#6b7b80,3
#07212a,#b1cbd4,3
#07212a,#072a10,1
#07212a,#072a21,2
#07212a,#152a1a,1
#07212a,#152a25,1
#07212a,#d4856a,3
#07212a,#2a0710,1
#07212a,#24a8d4,2
#07212a,#1a152a,1
#07212a,#25152a,1
#07212a,#405080,1
#15252a,#807040,14
#15252a,#d4a824,9
#15252a,#d4ba6a,18
#15252a,#151a2a,38
#15252a,#23252a,24
#15252a,#166680,12
#15252a,#2a151a,3
#15252a,#2a2523,14
#15252a,#6b7b80,24
#15252a,#d45124,10
#15252a,#807b6b,9
#15252a,#2a0710,2
#15252a,#d42451,2
#15252a,#6b7080,8
#15252a,#804050,2
#15252a,#d4856a,8
#15252a,#163180,2
#15252a,#cbd4b1,10
#15252a,#b1cbd4,14
#15252a,#2a2515,2
#15252a,#2a2823,5
#15252a,#6b807b,9
#15252a,#b1d4ba,1
#15252a,#bad4b1,2
#15252a,#232a28,12
#15252a,#405080,14
#15252a,#803116,9
#15252a,#152a25,7
#15252a,#cbb1d4,1
#15252a,#806616,4
#15252a,#072a21,2
#15252a,#504080,1
#15252a,#252a15,2
#15252a,#2a2107,1
#15252a,#24a8d4,3
#15252a,#232a25,1
#15252a,#252a23,1
#15252a,#508040,1
#15252a,#708040,4
#15252a,#668016,1
#15252a,#bad46a,1
#15252a,#152a1a,1
#d46a85,#2a151a,1
#d46a85,#d45124,5
#d46a85,#d4a824,3
#d46a85,#1a152a,1
#d46a85,#25152a,2
#d46a85,#504080,2
#d46a85,#d42451,2
#d46a85,#151a2a,1
#d46a85,#d4b1ba,3
#d46a85,#d4ba6a,2
#d46a85,#6a85d4,1
#d46a85,#803116,3
#d46a85,#806616,1
#d46a85,#d4856a,4
#d46a85,#2a0710,2
#d46a85,#b1cbd4,1
#d46a85,#2a1525,1
#d46a85,#23252a,1
#232a25,#232a28,12
#232a25,#252a23,15
#232a25,#807b6b,8
#232a25,#2a2515,3
#232a25,#2a2523,5
#232a25,#2a2823,12
#232a25,#807040,10
#232a25,#708040,3
#232a25,#70806b,6
#232a25,#d4ba6a,3
#232a25,#23252a,8
#232a25,#152a25,5
#232a25,#6b7080,3
#232a25,#6b7b80,2
#232a25,#d4856a,2
#232a25,#bad4b1,3
#232a25,#cbd4b1,9
#232a25,#152a1a,5
#232a25,#803116,5
#232a25,#806616,3
#232a25,#b1cbd4,2
#232a25,#d45124,2
#232a25,#2a2107,1
#232a25,#1a2a15,1
#232a25,#405080,2
#232a25,#b1d4ba,1
#232a25,#d4a824,1
#232a25,#151a2a,1
#d45124,#d4856a,135
#d45124,#d4a824,140
#d45124,#d42451,22
#d45124,#2a2523,24
#d45124,#6b7b80,6
#d45124,#2a151a,19
#d45124,#803116,194
#d45124,#163180,10
#d45124,#2a0710,32
#d45124,#2a0721,3
#d45124,#d4ba6a,133
#d45124,#801631,15
#d45124,#151a2a,6
#d45124,#23252a,6
#d45124,#d4b1ba,12
#d45124,#24a8d4,6
#d45124,#166680,11
#d45124,#2a2107,28
#d45124,#807040,53
#d45124,#405080,15
#d45124,#2a2515,30
#d45124,#7b6b80,1
#d45124,#807b6b,26
#d45124,#806616,38
#d45124,#508040,8
#d45124,#708040,13
#d45124,#cbd4b1,31
#d45124,#2a2823,12
#d45124,#b1cbd4,18
#d45124,#1a2a15,5
#d45124,#252a15,3
#d45124,#bad46a,5
#d45124,#212a07,5
#d45124,#cbb1d4,2
#d45124,#232a28,2
#d45124,#804050,3
#d45124,#668016,7
#d45124,#b1d4ba,9
#d45124,#408050,3
#d45124,#6a85d4,5
#d45124,#072a10,2
#d45124,#bad4b1,10
#d45124,#1a152a,1
#d45124,#25152a,2
#d45124,#2a1525,2
#d45124,#072a21,3
#d45124,#152a1a,5
#d45124,#252a23,4
#d45124,#504080,3
#d45124,#6b7080,2
#d45124,#6b807b,3
#d45124,#70806b,1
#1a152a,#25152a,8
#1a152a,#504080,1
#1a152a,#d42451,1
#1a152a,#151a2a,4
#1a152a,#166680,1
#1a152a,#2a0710,2
#1a152a,#2a0721,2
#1a152a,#2a151a,5
#1a152a,#28232a,4
#1a152a,#803116,2
#1a152a,#7b6b80,1
#1a152a,#806b7b,1
#1a152a,#2a1525,2
#1a152a,#2a2523,2
#1a152a,#23252a,4
#1a152a,#b1cbd4,1
#1a152a,#d4a824,2
#1a152a,#405080,3
#1a152a,#6b7080,2
#1a152a,#807040,2
#1a152a,#d4856a,2
#1a152a,#d4b1ba,1
#1a152a,#6b807b,1
#1a152a,#b1d4ba,1
#1a152a,#bad4b1,1
#1a152a,#807b6b,1
#1a152a,#801631,2
#1a152a,#d4ba6a,2
#163180,#151a2a,7
#163180,#2a2107,2
#163180,#2a2523,5
#163180,#806616,2
#163180,#807040,3
#163180,#d4a824,15
#163180,#d4ba6a,14
#163180,#2a0710,5
#163180,#2a0721,2
#163180,#2a151a,3
#163180,#d42451,2
#163180,#25152a,1
#163180,#405080,17
#163180,#24a8d4,5
#163180,#803116,9
#163180,#166680,4
#163180,#cbd4b1,8
#163180,#23252a,3
#163180,#6b7080,3
#163180,#6a85d4,6
#163180,#b1cbd4,9
#163180,#807b6b,2
#163180,#bad4b1,1
#163180,#212a07,1
#163180,#d4b1ba,2
#163180,#668016,2
#163180,#6b7b80,2
#163180,#6b807b,2
#163180,#d4856a,2
#163180,#708040,2
#163180,#1a2a15,1
#163180,#508040,3
#163180,#70806b,2
#163180,#cbb1d4,1
#163180,#2a2823,1
#163180,#804050,1
#163180,#2a2515,1
#cbb1d4,#cbd4b1,2
#cbb1d4,#d4b1ba,9
#cbb1d4,#166680,1
#cbb1d4,#2a1525,1
#cbb1d4,#504080,1
#cbb1d4,#7b6b80,5
#cbb1d4,#806b7b,5
#cbb1d4,#1a2a15,1
#cbb1d4,#212a07,1
#cbb1d4,#252a15,1
#cbb1d4,#d4a824,2
#cbb1d4,#b1cbd4,2
#cbb1d4,#d4856a,1
#cbb1d4,#2a2107,1
#cbb1d4,#2a2515,2
#cbb1d4,#668016,1
#cbb1d4,#708040,1
#cbb1d4,#151a2a,1
#cbb1d4,#6b7b80,1
#cbb1d4,#2a2523,1
#cbb1d4,#2a2823,1
#cbb1d4,#6a85d4,1
#cbb1d4,#2a0710,1
#cbb1d4,#bad4b1,1
#405080,#25152a,2
#405080,#2a0710,1
#405080,#2a151a,4
#405080,#166680,4
#405080,#d4856a,6
#405080,#d4a824,13
#405080,#6b7080,29
#405080,#807b6b,11
#405080,#6b7b80,19
#405080,#151a2a,30
#405080,#504080,2
#405080,#7b6b80,4
#405080,#806b7b,4
#405080,#6a85d4,17
#405080,#b1cbd4,15
#405080,#28232a,1
#405080,#d4ba6a,21
#405080,#803116,8
#405080,#807040,8
#405080,#23252a,5
#405080,#cbd4b1,11
#405080,#2a2523,6
#405080,#2a2107,4
#405080,#2a2515,9
#405080,#2a2823,8
#405080,#252a15,3
#405080,#072a21,1
#405080,#152a1a,2
#405080,#1a2a15,2
#405080,#408050,1
#405080,#508040,6
#405080,#708040,4
#405080,#d42451,1
#405080,#24a8d4,1
#405080,#668016,1
#405080,#6b807b,6
#405080,#801631,1
#405080,#232a28,4
#405080,#152a25,2
#405080,#252a23,1
#405080,#d4b1ba,1
#405080,#806616,1
#405080,#b1d4ba,1
#405080,#bad4b1,2
#405080,#70806b,1
#6b7b80,#2a2523,12
#6b7b80,#23252a,12
#6b7b80,#2a0710,2
#6b7b80,#2a151a,4
#6b7b80,#6b7080,43
#6b7b80,#2a2515,9
#6b7b80,#2a2823,6
#6b7b80,#b1cbd4,44
#6b7b80,#807b6b,29
#6b7b80,#cbd4b1,22
#6b7b80,#d4ba6a,18
#6b7b80,#6b807b,38
#6b7b80,#807040,16
#6b7b80,#d4b1ba,1
#6b7b80,#804050,3
#6b7b80,#d4856a,10
#6b7b80,#70806b,11
#6b7b80,#801631,1
#6b7b80,#151a2a,18
#6b7b80,#6a85d4,2
#6b7b80,#806616,5
#6b7b80,#072a21,4
#6b7b80,#166680,4
#6b7b80,#232a28,9
#6b7b80,#2a2107,3
#6b7b80,#152a25,7
#6b7b80,#b1d4ba,1
#6b7b80,#d4a824,7
#6b7b80,#803116,6
#6b7b80,#072a10,2
#6b7b80,#152a1a,4
#6b7b80,#bad4b1,9
#6b7b80,#252a15,3
#6b7b80,#1a2a15,2
#6b7b80,#708040,5
#6b7b80,#7b6b80,1
#6b7b80,#806b7b,1
#6b7b80,#508040,2
#6b7b80,#25152a,1
#6b7b80,#504080,1
#6b7b80,#24a8d4,1
#6b7b80,#252a23,1
#6b7b80,#28232a,1
#6b7080,#23252a,16
#6b7080,#2a0710,2
#6b7080,#2a151a,5
#6b7080,#2a2515,3
#6b7080,#2a2523,13
#6b7080,#2a2823,6
#6b7080,#b1cbd4,13
#6b7080,#166680,3
#6b7080,#804050,3
#6b7080,#d4856a,11
#6b7080,#d4b1ba,5
#6b7080,#807b6b,31
#6b7080,#807040,8
#6b7080,#151a2a,16
#6b7080,#504080,2
#6b7080,#7b6b80,3
#6b7080,#806b7b,3
#6b7080,#6b807b,10
#6b7080,#70806b,2
#6b7080,#cbd4b1,11
#6b7080,#806616,1
#6b7080,#d4ba6a,15
#6b7080,#072a21,2
#6b7080,#803116,6
#6b7080,#232a28,4
#6b7080,#b1d4ba,2
#6b7080,#bad4b1,8
#6b7080,#508040,1
#6b7080,#1a2a15,1
#6b7080,#252a15,1
#6b7080,#708040,1
#6b7080,#d4a824,3
#6b7080,#152a1a,2
#6b7080,#252a23,1
#6b7080,#25152a,2
#6b7080,#6a85d4,3
#6b7080,#801631,2
#6b7080,#d42451,1
#6b7080,#28232a,1
#6b7080,#152a25,1
#504080,#25152a,3
#504080,#d42451,1
#504080,#151a2a,2
#504080,#7b6b80,3
#504080,#806b7b,3
#504080,#166680,1
#504080,#2a1525,2
#504080,#28232a,1
#504080,#801631,1
#504080,#d4856a,3
#504080,#d4a824,4
#504080,#d4ba6a,3
#504080,#803116,3
#504080,#806616,1
#504080,#807040,2
#504080,#508040,2
#504080,#807b6b,3
#504080,#bad46a,1
#504080,#668016,1
#504080,#2a0710,3
#504080,#2a2107,1
#504080,#2a2515,1
#504080,#23252a,1
#504080,#2a2523,1
#504080,#2a151a,1
#504080,#2a2823,1
#504080,#6a85d4,1
#504080,#708040,1
#2a0721,#2a0710,9
#2a0721,#2a151a,6
#2a0721,#d4856a,2
#2a0721,#d4ba6a,1
#2a0721,#2a2523,4
#2a0721,#d42451,1
#2a0721,#2a1525,4
#2a0721,#d4a824,1
#2a0721,#25152a,1
#2a0721,#801631,1
#2a0721,#803116,2
#2a0721,#252a15,1
#2a0721,#708040,1
#2a0721,#807040,1
#806b7b,#7b6b80,16
#806b7b,#151a2a,1
#806b7b,#166680,1
#806b7b,#2a1525,3
#806b7b,#d4b1ba,3
#806b7b,#28232a,4
#806b7b,#801631,1
#806b7b,#25152a,1
#806b7b,#803116,1
#806b7b,#2a151a,1
#806b7b,#b1cbd4,1
#806b7b,#2a2523,3
#806b7b,#6a85d4,2
#806b7b,#cbd4b1,2
#806b7b,#d4a824,1
#806b7b,#d4ba6a,2
#806b7b,#d4856a,2
#806b7b,#2a2823,1
#806b7b,#807b6b,1
#7b6b80,#803116,1
#7b6b80,#d42451,1
#7b6b80,#151a2a,1
#7b6b80,#166680,1
#7b6b80,#2a1525,2
#7b6b80,#d4b1ba,2
#7b6b80,#28232a,3
#7b6b80,#801631,1
#7b6b80,#25152a,1
#7b6b80,#2a151a,1
#7b6b80,#b1cbd4,1
#7b6b80,#2a2523,2
#7b6b80,#6a85d4,2
#7b6b80,#cbd4b1,1
#7b6b80,#d4856a,1
#7b6b80,#d4ba6a,1
#166680,#151a2a,6
#166680,#2a151a,2
#166680,#2a2523,6
#166680,#d4a824,10
#166680,#2a0710,1
#166680,#803116,8
#166680,#d4856a,10
#166680,#d4ba6a,8
#166680,#24a8d4,11
#166680,#804050,1
#166680,#072a21,2
#166680,#807b6b,2
#166680,#2a1525,1
#166680,#cbd4b1,2
#166680,#6b807b,2
#166680,#252a15,4
#166680,#252a23,1
#166680,#2a2107,1
#166680,#2a2515,5
#166680,#70806b,3
#166680,#801631,1
#166680,#d42451,1
#166680,#806616,4
#166680,#807040,3
#166680,#b1cbd4,6
#166680,#508040,1
#166680,#b1d4ba,2
#166680,#bad4b1,2
#166680,#668016,1
#166680,#152a25,2
#166680,#408050,2
#166680,#152a1a,1
#166680,#23252a,1
#166680,#2a2823,1
#2a2823,#807040,54
#2a2823,#807b6b,79
#2a2823,#d4ba6a,30
#2a2823,#803116,21
#2a2823,#806616,7
#2a2823,#d4a824,16
#2a2823,#2a151a,3
#2a2823,#2a2523,55
#2a2823,#d4856a,12
#2a2823,#23252a,20
#2a2823,#2a2515,68
#2a2823,#b1cbd4,7
#2a2823,#252a23,10
#2a2823,#801631,1
#2a2823,#6b807b,3
#2a2823,#151a2a,8
#2a2823,#252a15,7
#2a2823,#2a2107,11
#2a2823,#cbd4b1,22
#2a2823,#232a28,9
#2a2823,#212a07,1
#2a2823,#708040,4
#2a2823,#70806b,3
#2a2823,#d4b1ba,2
#2a2823,#152a25,2
#2a2823,#508040,1
#2a2823,#bad4b1,3
#2a2823,#152a1a,2
#2a2823,#6a85d4,1
#2a2823,#b1d4ba,1
#408050,#6b807b,1
#408050,#70806b,4
#408050,#cbd4b1,6
#408050,#708040,5
#408050,#072a21,2
#408050,#152a1a,5
#408050,#152a25,2
#408050,#b1d4ba,1
#408050,#bad4b1,2
#408050,#508040,3
#408050,#807040,2
#408050,#807b6b,1
#408050,#24a8d4,3
#408050,#803116,1
#408050,#d4a824,2
#408050,#1a2a15,4
#408050,#2a0710,1
#408050,#2a2523,1
#408050,#2a2107,1
#408050,#d4ba6a,2
#408050,#072a10,1
#408050,#252a15,3
#252a23,#23252a,3
#252a23,#2a2523,3
#252a23,#801631,1
#252a23,#d4856a,3
#252a23,#6b807b,1
#252a23,#70806b,8
#252a23,#807b6b,8
#252a23,#b1cbd4,4
#252a23,#232a28,6
#252a23,#708040,5
#252a23,#807040,10
#252a23,#d4ba6a,4
#252a23,#252a15,7
#252a23,#2a2107,2
#252a23,#2a2515,6
#252a23,#152a25,2
#252a23,#cbd4b1,12
#252a23,#152a1a,4
#252a23,#1a2a15,5
#252a23,#b1d4ba,1
#252a23,#bad4b1,5
#252a23,#803116,6
#252a23,#bad46a,1
#252a23,#d4a824,4
#252a23,#806616,1
#252a23,#151a2a,1
#b1d4ba,#bad4b1,43
#b1d4ba,#cbd4b1,45
#b1d4ba,#d4ba6a,12
#b1d4ba,#b1cbd4,14
#b1d4ba,#803116,10
#b1d4ba,#806616,3
#b1d4ba,#807040,7
#b1d4ba,#807b6b,8
#b1d4ba,#d4a824,9
#b1d4ba,#2a2523,3
#b1d4ba,#6b807b,5
#b1d4ba,#70806b,6
#b1d4ba,#d4856a,4
#b1d4ba,#28232a,2
#b1d4ba,#24a8d4,1
#b1d4ba,#668016,1
#b1d4ba,#d4b1ba,2
#b1d4ba,#708040,3
#b1d4ba,#2a2515,3
#b1d4ba,#25152a,1
#b1d4ba,#23252a,5
#b1d4ba,#151a2a,2
#b1d4ba,#d42451,2
#b1d4ba,#bad46a,1
#1a2a15,#252a15,18
#1a2a15,#708040,7
#1a2a15,#807040,10
#1a2a15,#807b6b,7
#1a2a15,#d4ba6a,8
#1a2a15,#2a2515,8
#1a2a15,#508040,4
#1a2a15,#d4a824,6
#1a2a15,#212a07,3
#1a2a15,#70806b,4
#1a2a15,#bad4b1,2
#1a2a15,#cbd4b1,9
#1a2a15,#152a1a,12
#1a2a15,#2a2107,5
#1a2a15,#803116,6
#1a2a15,#072a21,2
#1a2a15,#2a2523,1
#1a2a15,#072a10,4
#1a2a15,#152a25,3
#1a2a15,#6b807b,1
#1a2a15,#b1cbd4,1
#1a2a15,#d42451,1
#1a2a15,#d4856a,1
#1a2a15,#806616,1
#1a2a15,#6a85d4,1
#2a0710,#2a151a,30
#2a0710,#d4856a,21
#2a0710,#d4ba6a,16
#2a0710,#2a2523,11
#2a0710,#d42451,4
#2a0710,#25152a,3
#2a0710,#801631,6
#2a0710,#d4a824,14
#2a0710,#23252a,2
#2a0710,#072a21,1
#2a0710,#2a1525,8
#2a0710,#803116,28
#2a0710,#806616,5
#2a0710,#2a2515,4
#2a0710,#807040,7
#2a0710,#807b6b,2
#2a0710,#252a15,2
#2a0710,#2a2107,4
#2a0710,#804050,3
#2a0710,#668016,1
#2a0710,#d4b1ba,5
#2a0710,#508040,1
#2a0710,#708040,2
#2a0710,#b1cbd4,3
#2a0710,#151a2a,3
#70806b,#bad4b1,18
#70806b,#cbd4b1,37
#70806b,#d4b1ba,2
#70806b,#6b807b,20
#70806b,#807b6b,28
#70806b,#b1cbd4,6
#70806b,#806616,7
#70806b,#807040,28
#70806b,#2a2523,2
#70806b,#152a1a,1
#70806b,#152a25,1
#70806b,#252a15,8
#70806b,#708040,14
#70806b,#d4ba6a,13
#70806b,#2a2107,6
#70806b,#2a2515,12
#70806b,#d4a824,5
#70806b,#508040,7
#70806b,#232a28,3
#70806b,#d4856a,2
#70806b,#212a07,1
#70806b,#803116,5
#70806b,#2a151a,1
#70806b,#24a8d4,1
#70806b,#801631,1
#70806b,#6a85d4,1
#70806b,#151a2a,1
#2a1525,#2a151a,17
#2a1525,#2a2515,1
#2a1525,#2a2523,4
#2a1525,#807040,2
#2a1525,#d4ba6a,4
#2a1525,#25152a,5
#2a1525,#d4a824,2
#2a1525,#d4856a,5
#2a1525,#801631,3
#2a1525,#803116,3
#2a1525,#28232a,2
#2a1525,#804050,1
#2a1525,#cbd4b1,1
#2a1525,#b1cbd4,1
#2a1525,#252a15,1
#2a1525,#708040,1
#2a1525,#d4b1ba,1
#668016,#2a2107,6
#668016,#2a2515,5
#668016,#806616,4
#668016,#807040,6
#668016,#d4a824,8
#668016,#d4ba6a,8
#668016,#801631,2
#668016,#803116,2
#668016,#708040,11
#668016,#d4b1ba,1
#668016,#212a07,3
#668016,#508040,4
#668016,#cbd4b1,4
#668016,#bad46a,3
#668016,#252a15,3
#668016,#bad4b1,2
#668016,#24a8d4,1
#668016,#232a28,1
#668016,#2a2523,1
#801631,#d4a824,7
#801631,#23252a,1
#801631,#2a2523,2
#801631,#d4856a,12
#801631,#b1cbd4,1
#801631,#28232a,1
#801631,#25152a,1
#801631,#2a151a,5
#801631,#803116,13
#801631,#d4ba6a,8
#801631,#d42451,6
#801631,#804050,3
#801631,#2a2107,1
#801631,#708040,1
#801631,#806616,4
#801631,#807040,2
#801631,#cbd4b1,2
#801631,#151a2a,1
#801631,#807b6b,2
#801631,#d4b1ba,1
#152a25,#152a1a,12
#152a25,#807040,6
#152a25,#807b6b,2
#152a25,#bad4b1,2
#152a25,#cbd4b1,6
#152a25,#072a21,8
#152a25,#708040,2
#152a25,#232a28,7
#152a25,#6b807b,4
#152a25,#b1cbd4,3
#152a25,#2a2515,2
#152a25,#072a10,6
#152a25,#d4ba6a,5
#152a25,#803116,3
#152a25,#23252a,2
#152a25,#806616,2
#152a25,#d4a824,2
#152a25,#151a2a,3
#152a25,#252a15,1
#152a25,#2a2107,1
#152a25,#508040,1
#152a25,#24a8d4,1
#d4b1ba,#807b6b,4
#d4b1ba,#b1cbd4,5
#d4b1ba,#d4856a,18
#d4b1ba,#d4a824,11
#d4b1ba,#bad4b1,5
#d4b1ba,#cbd4b1,7
#d4b1ba,#151a2a,2
#d4b1ba,#d4ba6a,8
#d4b1ba,#6b807b,1
#d4b1ba,#2a2515,5
#d4b1ba,#2a2523,4
#d4b1ba,#2a151a,5
#d4b1ba,#807040,4
#d4b1ba,#803116,10
#d4b1ba,#d42451,4
#d4b1ba,#2a2107,1
#d4b1ba,#708040,1
#d4b1ba,#806616,2
#d4b1ba,#24a8d4,1
#d4b1ba,#804050,3
#d4b1ba,#23252a,1
#b1cbd4,#807b6b,17
#b1cbd4,#d4856a,20
#b1cbd4,#23252a,9
#b1cbd4,#2a2515,8
#b1cbd4,#2a2523,17
#b1cbd4,#cbd4b1,36
#b1cbd4,#d4ba6a,23
#b1cbd4,#6a85d4,8
#b1cbd4,#6b807b,20
#b1cbd4,#151a2a,14
#b1cbd4,#803116,21
#b1cbd4,#d42451,2
#b1cbd4,#807040,10
#b1cbd4,#bad4b1,16
#b1cbd4,#232a28,5
#b1cbd4,#d4a824,14
#b1cbd4,#804050,1
#b1cbd4,#24a8d4,5
#b1cbd4,#2a151a,2
#b1cbd4,#806616,7
#b1cbd4,#072a10,1
#b1cbd4,#152a1a,2
#b1cbd4,#2a2107,2
#b1cbd4,#708040,4
#b1cbd4,#252a15,3
#b1cbd4,#508040,1
#b1cbd4,#072a21,1
#b1cbd4,#bad46a,1
#806616,#803116,79
#806616,#807040,127
#806616,#d4a824,88
#806616,#151a2a,6
#806616,#2a2107,72
#806616,#2a2523,7
#806616,#d4ba6a,100
#806616,#2a151a,3
#806616,#807b6b,37
#806616,#cbd4b1,16
#806616,#2a2515,52
#806616,#708040,21
#806616,#252a15,10
#806616,#bad46a,2
#806616,#d4856a,20
#806616,#212a07,7
#806616,#508040,4
#806616,#bad4b1,2
#806616,#6a85d4,1
#806616,#d42451,1
#806616,#6b807b,4
#806616,#152a1a,5
#806616,#23252a,1
#806616,#232a28,2
#d4ba6a,#807040,242
#d4ba6a,#807b6b,141
#d4ba6a,#d4a824,181
