node_id,node_type,label,degree
painting::Artists2/Albrecht Durer/View Of Kalchreut.jpg,painting,View Of Kalchreut,2
painting::Artists2/Albrecht Durer/The Woman Clothed With The Sun And The Seven Headed Dragon 1511.jpg,painting,The Woman Clothed With The Sun And The Seven Headed Dragon 1511,4
painting::Artists2/Albrecht Durer/The Resurrection 1511.jpg,painting,The Resurrection 1511,3
painting::Artists2/Albrecht Durer/The Opening Of The Fifth And Sixth Seals 1511.jpg,painting,The Opening Of The Fifth And Sixth Seals 1511,3
painting::Artists2/Albrecht Durer/The Nativity 1511.jpg,painting,The Nativity 1511,3
painting::Artists2/Albrecht Durer/The Mocking Of Christ 1511.jpg,painting,The Mocking Of Christ 1511,3
painting::Artists2/Albrecht Durer/Male And Female Nudes 1515.jpg,painting,Male And Female Nudes 1515,2
painting::Artists2/Albrecht Durer/Design For A Goblet With A Variant Of The Base.jpg,painting,Design For A Goblet With A Variant Of The Base,1
painting::Artists2/Albrecht Durer/Agony In The Garden 1515.jpg,painting,Agony In The Garden 1515,2
painting::Artists2/Albrecht Durer/Venus Und Amor.jpg,painting,Venus Und Amor,3
painting::Artists2/Albrecht Durer/The Tuft Of Grass Minor.jpg,painting,The Tuft Of Grass Minor,1
motif::flowers-and-plants,motif,flowers-and-plants,14
painting::Artists2/Albrecht Durer/St Paul 1.jpg,painting,St Paul 1,3
painting::Artists2/Albrecht Durer/St Paul.jpg,painting,St Paul,3
painting::Artists2/Albrecht Durer/Portrait Of Dürer Endres Brother Of The Painter.jpg,painting,Portrait Of Dürer Endres Brother Of The Painter,1
painting::Artists2/Albrecht Durer/Portrait Of A Young Man.jpg,painting,Portrait Of A Young Man,1
painting::Artists2/Albrecht Durer/Nymph.jpg,painting,Nymph,1
painting::Artists2/Albrecht Durer/Mary With Child Wound On The Grassy Bank.jpg,painting,Mary With Child Wound On The Grassy Bank,2
painting::Artists2/Albrecht Durer/Madonna With The Apple.jpg,painting,Madonna With The Apple,2
painting::Artists2/Albrecht Durer/Madonna And Child On The Grassy Bank.jpg,painting,Madonna And Child On The Grassy Bank,2
painting::Artists2/Albrecht Durer/Endres Dürer Brother Of The Painter In Profile.jpg,painting,Endres Dürer Brother Of The Painter In Profile,1
painting::Artists2/Albrecht Durer/Crescent Madonna.jpg,painting,Crescent Madonna,2
painting::Artists2/Albrecht Durer/The Bagpiper 1514.jpg,painting,The Bagpiper 1514,1
painting::Artists2/Albrecht Durer/The Great Triumphal Car 1519.jpg,painting,The Great Triumphal Car 1519,2
painting::Artists2/Albrecht Durer/St Anthony 1519.jpg,painting,St Anthony 1519,3
painting::Artists2/Albrecht Durer/St Anna Portrait Of Agnes Dürer.jpg,painting,St Anna Portrait Of Agnes Dürer,3
painting::Artists2/Albrecht Durer/Portrait Of Jakob Fugger.jpg,painting,Portrait Of Jakob Fugger,1
painting::Artists2/Albrecht Durer/Portrait Of Emperor Maximilian I 1519.jpg,painting,Portrait Of Emperor Maximilian I 1519,2
painting::Artists2/Albrecht Durer/Madonna Nursing 1519.jpg,painting,Madonna Nursing 1519,2
painting::Artists2/Albrecht Durer/Crucifixion 1519.jpg,painting,Crucifixion 1519,5
painting::Artists2/Albrecht Durer/Cardinal Albrecht Of Brandenburg The Small Cardina 1519.jpg,painting,Cardinal Albrecht Of Brandenburg The Small Cardina 1519,2
painting::Artists2/Albrecht Durer/The Great Chariot.jpg,painting,The Great Chariot,2
painting::Artists2/Albrecht Durer/Study Of A Christ On The Mount Of Olives.jpg,painting,Study Of A Christ On The Mount Of Olives,2
painting::Artists2/Albrecht Durer/Hans The Elder Portrait Burgkmair.jpg,painting,Hans The Elder Portrait Burgkmair,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives.jpg,painting,Christ On The Mount Of Olives,3
painting::Artists2/Albrecht Durer/The Virgin Mary In Prayer.jpg,painting,The Virgin Mary In Prayer,2
painting::Artists2/Albrecht Durer/Suicide Of Lucretia 1518.jpg,painting,Suicide Of Lucretia 1518,1
painting::Artists2/Albrecht Durer/Portrait Of Maximilian I 1518.jpg,painting,Portrait Of Maximilian I 1518,2
painting::Artists2/Albrecht Durer/Head Of An Old Man.jpg,painting,Head Of An Old Man,2
painting::Artists2/Albrecht Durer/Christ 1.jpg,painting,Christ 1,2
painting::Artists2/Albrecht Durer/Weeping Angel Boy 1521.jpg,painting,Weeping Angel Boy 1521,2
painting::Artists2/Albrecht Durer/Three Mighty Ladies From Livonia 1521.jpg,painting,Three Mighty Ladies From Livonia 1521,1
painting::Artists2/Albrecht Durer/Study Of Drapery 1521.jpg,painting,Study Of Drapery 1521,1
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing 1521.jpg,painting,Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing 1521,3
painting::Artists2/Albrecht Durer/St Jerome 1521.jpg,painting,St Jerome 1521,2
painting::Artists2/Albrecht Durer/St Christopher Facing To The Left 1521.jpg,painting,St Christopher Facing To The Left 1521,3
painting::Artists2/Albrecht Durer/St Christopher Facing Right 1521.jpg,painting,St Christopher Facing Right 1521,3
painting::Artists2/Albrecht Durer/St Apollonia 1521.jpg,painting,St Apollonia 1521,2
painting::Artists2/Albrecht Durer/Self Portrait 1521.jpg,painting,Self Portrait 1521,2
painting::Artists2/Albrecht Durer/Portrait Of Bernhard Von Reesen 1521.jpg,painting,Portrait Of Bernhard Von Reesen 1521,1
painting::Artists2/Albrecht Durer/Portrait Of A Man With Baret And Scroll 1521.jpg,painting,Portrait Of A Man With Baret And Scroll 1521,1
painting::Artists2/Albrecht Durer/Portrait Of A Man 1521.jpg,painting,Portrait Of A Man 1521,1
painting::Artists2/Albrecht Durer/Man Aged 93 Brush Ink On Paper 1521.jpg,painting,Man Aged 93 Brush Ink On Paper 1521,1
painting::Artists2/Albrecht Durer/Melancthon 1526.jpg,painting,Melancthon 1526,1
painting::Artists2/Albrecht Durer/Maria With Child 1526.jpg,painting,Maria With Child 1526,2
painting::Artists2/Albrecht Durer/Johannes Kleberger 1526.jpg,painting,Johannes Kleberger 1526,1
painting::Artists2/Albrecht Durer/Head Of The Mark 1526.jpg,painting,Head Of The Mark 1526,2
painting::Artists2/Albrecht Durer/Five Male Nudes 1526.jpg,painting,Five Male Nudes 1526,1
painting::Artists2/Albrecht Durer/Desiderius Erasmus Of Rotterdam 1526.jpg,painting,Desiderius Erasmus Of Rotterdam 1526,2
painting::Artists2/Albrecht Durer/Butter Cups Red Clover And Plantain 1526.jpg,painting,Butter Cups Red Clover And Plantain 1526,1
painting::Artists2/Albrecht Durer/Annunciation 1526.jpg,painting,Annunciation 1526,4
painting::Artists2/Albrecht Durer/Study Sheet With Mary And Child.jpg,painting,Study Sheet With Mary And Child,2
painting::Artists2/Albrecht Durer/Draughtsman Drawing A Recumbent Woman 1525.jpg,painting,Draughtsman Drawing A Recumbent Woman 1525,1
painting::Artists2/Albrecht Durer/Christ On The Cross With Three Angels 1525.jpg,painting,Christ On The Cross With Three Angels 1525,4
painting::Artists2/Albrecht Durer/Portrait Of Lucas Cranach The Elder.jpg,painting,Portrait Of Lucas Cranach The Elder,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 4.jpg,painting,Christ On The Mount Of Olives 4,4
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 3.jpg,painting,Christ On The Mount Of Olives 3,2
painting::Artists2/Albrecht Durer/Christ On The Cross 2.jpg,painting,Christ On The Cross 2,4
painting::Artists2/Albrecht Durer/Christ On The Cross.jpg,painting,Christ On The Cross,3
painting::Artists2/Albrecht Durer/Christ Before Pilate 1.jpg,painting,Christ Before Pilate 1,4
painting::Artists2/Albrecht Durer/Christ Before Pilate.jpg,painting,Christ Before Pilate,3
painting::Artists2/Albrecht Durer/Christ Before Caiaphas.jpg,painting,Christ Before Caiaphas,4
painting::Artists2/Albrecht Durer/Christ And Mary Magdalene.jpg,painting,Christ And Mary Magdalene,2
painting::Artists2/Albrecht Durer/Christ.jpg,painting,Christ,2
painting::Artists2/Albrecht Durer/Child S Head 1.jpg,painting,Child S Head 1,2
painting::Artists2/Albrecht Durer/Caricature Of Lazarus Spengler.jpg,painting,Caricature Of Lazarus Spengler,1
painting::Artists2/Albrecht Durer/Calvary.jpg,painting,Calvary,3
painting::Artists2/Albrecht Durer/Blessing Savior.jpg,painting,Blessing Savior,2
painting::Artists2/Albrecht Durer/Assumption And Coronation Of The Virgin.jpg,painting,Assumption And Coronation Of The Virgin,3
painting::Artists2/Albrecht Durer/Robe Study.jpg,painting,Robe Study,1
painting::Artists2/Albrecht Durer/River Landscape.jpg,painting,River Landscape,2
painting::Artists2/Albrecht Durer/Right Hand Of An Apostle.jpg,painting,Right Hand Of An Apostle,1
painting::Artists2/Albrecht Durer/Reading Maria.jpg,painting,Reading Maria,2
painting::Artists2/Albrecht Durer/Quarry 1.jpg,painting,Quarry 1,1
painting::Artists2/Albrecht Durer/Portrait Of The Blessed Arnold Of Town.jpg,painting,Portrait Of The Blessed Arnold Of Town,1
painting::Artists2/Albrecht Durer/Portrait Of Susanne Von Brandenburg Ansbach.jpg,painting,Portrait Of Susanne Von Brandenburg Ansbach,1
painting::Artists2/Albrecht Durer/Portrait Of Margaret Of Brandenburg Ansbach.jpg,painting,Portrait Of Margaret Of Brandenburg Ansbach,1
painting::Artists2/Albrecht Durer/Portrait Of Jakob Fugger 1.jpg,painting,Portrait Of Jakob Fugger 1,1
painting::Artists2/Albrecht Durer/Portrait Of Hesse Eobanus.jpg,painting,Portrait Of Hesse Eobanus,1
painting::Artists2/Albrecht Durer/Portrait Of Henry Parker Lord Morley.jpg,painting,Portrait Of Henry Parker Lord Morley,1
painting::Artists2/Albrecht Durer/Portrait Of Hans Pfaffrot Of Gdansk.jpg,painting,Portrait Of Hans Pfaffrot Of Gdansk,1
painting::Artists2/Albrecht Durer/Portrait Of Cardinal Lang Von Wellenburg.jpg,painting,Portrait Of Cardinal Lang Von Wellenburg,1
painting::Artists2/Albrecht Durer/Portrait Of Captain Felix Hungersperg Kneeling.jpg,painting,Portrait Of Captain Felix Hungersperg Kneeling,1
painting::Artists2/Albrecht Durer/Portrait Of Captain Felix Hungersperg.jpg,painting,Portrait Of Captain Felix Hungersperg,1
painting::Artists2/Albrecht Durer/Portrait Of Barent Van Orley.jpg,painting,Portrait Of Barent Van Orley,1
painting::Artists2/Albrecht Durer/Young Steer.jpg,painting,Young Steer,1
painting::Artists2/Albrecht Durer/Two Castles.jpg,painting,Two Castles,2
painting::Artists2/Albrecht Durer/Troiana Iris Detail.jpg,painting,Troiana Iris Detail,1
painting::Artists2/Albrecht Durer/The Zoo At Brussels.jpg,painting,The Zoo At Brussels,2
painting::Artists2/Albrecht Durer/The Trophy Bohemia.jpg,painting,The Trophy Bohemia,1
painting::Artists2/Albrecht Durer/The Justice Of Trajan.jpg,painting,The Justice Of Trajan,1
painting::Artists2/Albrecht Durer/The Holy Family In A Room.jpg,painting,The Holy Family In A Room,2
painting::Artists2/Albrecht Durer/The Holy Family.jpg,painting,The Holy Family,2
painting::Artists2/Albrecht Durer/The Evil Thief.jpg,painting,The Evil Thief,2
painting::Artists2/Albrecht Durer/The Cross Of Christ 4.jpg,painting,The Cross Of Christ 4,4
painting::Artists2/Albrecht Durer/The Cross Of Christ 3.jpg,painting,The Cross Of Christ 3,3
painting::Artists2/Albrecht Durer/The Cross Of Christ 1.jpg,painting,The Cross Of Christ 1,3
painting::Artists2/Albrecht Durer/The Cross Of Christ.jpg,painting,The Cross Of Christ,2
painting::Artists2/Albrecht Durer/The Citadel Of Arco In The South Tyrol.jpg,painting,The Citadel Of Arco In The South Tyrol,1
painting::Artists2/Albrecht Durer/Temptation.jpg,painting,Temptation,3
painting::Artists2/Albrecht Durer/Study Sheets With Children S Heads.jpg,painting,Study Sheets With Children S Heads,2
painting::Artists2/Albrecht Durer/Study Sheet With The Attacked Animals.jpg,painting,Study Sheet With The Attacked Animals,2
painting::Artists2/Albrecht Durer/Study Of A Man With A Drill.jpg,painting,Study Of A Man With A Drill,1
painting::Artists2/Albrecht Durer/Study Of A Body Of Christ.jpg,painting,Study Of A Body Of Christ,2
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing.jpg,painting,Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing,3
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary St Katherina.jpg,painting,Studies On A Great Picture Of Mary St Katherina,2
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary Head With Curly Hair Angel.jpg,painting,Studies On A Great Picture Of Mary Head With Curly Hair Angel,2
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary Head Of A Young Girl.jpg,painting,Studies On A Great Picture Of Mary Head Of A Young Girl,2
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary Girl S Head And Pair Of Hands.jpg,painting,Studies On A Great Picture Of Mary Girl S Head And Pair Of Hands,2
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary St Joseph.jpg,painting,Studies On A Great Picture Of Mary St Joseph,2
painting::Artists2/Albrecht Durer/Studies Of A Calvary.jpg,painting,Studies Of A Calvary,3
painting::Artists2/Albrecht Durer/St Magdalena.jpg,painting,St Magdalena,2
painting::Artists2/Albrecht Durer/St Jerome In His Study Without Cardinal S Robes.jpg,painting,St Jerome In His Study Without Cardinal S Robes,2
painting::Artists2/Albrecht Durer/St Fridolin.jpg,painting,St Fridolin,2
painting::Artists2/Albrecht Durer/St Dominic.jpg,painting,St Dominic,2
painting::Artists2/Albrecht Durer/St Christopher Carrying The Christ Child.jpg,painting,St Christopher Carrying The Christ Child,4
painting::Artists2/Albrecht Durer/St Catherine.jpg,painting,St Catherine,2
painting::Artists2/Albrecht Durer/St Anna.jpg,painting,St Anna,3
painting::Artists2/Albrecht Durer/St Agnes.jpg,painting,St Agnes,2
painting::Artists2/Albrecht Durer/St George.jpg,painting,St George,2
painting::Artists2/Albrecht Durer/Sketch Of A Table Fountain.jpg,painting,Sketch Of A Table Fountain,1
painting::Artists2/Albrecht Durer/Sebastian Brant.jpg,painting,Sebastian Brant,1
painting::Artists2/Albrecht Durer/Saint Jerome.jpg,painting,Saint Jerome,2
painting::Artists2/Albrecht Durer/Portrait Of A Man With Cap.jpg,painting,Portrait Of A Man With Cap,1
painting::Artists2/Albrecht Durer/Portrait Of A Man Damia Van Der Goes.jpg,painting,Portrait Of A Man Damia Van Der Goes,1
painting::Artists2/Albrecht Durer/Portrait Of A Man 2.jpg,painting,Portrait Of A Man 2,1
painting::Artists2/Albrecht Durer/Parrot.jpg,painting,Parrot,2
painting::Artists2/Albrecht Durer/Ornaments For Two Spoons Stalks.jpg,painting,Ornaments For Two Spoons Stalks,1
painting::Artists2/Albrecht Durer/Ornaments For Three Spoons Stalks.jpg,painting,Ornaments For Three Spoons Stalks,2
painting::Artists2/Albrecht Durer/Mary And Child Crowned By An Angel And St Anna.jpg,painting,Mary And Child Crowned By An Angel And St Anna,4
painting::Artists2/Albrecht Durer/Martagon Lillium.jpg,painting,Martagon Lillium,1
painting::Artists2/Albrecht Durer/Maria.jpg,painting,Maria,2
painting::Artists2/Albrecht Durer/Man S Head In Profile.jpg,painting,Man S Head In Profile,2
painting::Artists2/Albrecht Durer/Madonna And Child With The Little St John.jpg,painting,Madonna And Child With The Little St John,4
painting::Artists2/Albrecht Durer/Madonna And Child 1.jpg,painting,Madonna And Child 1,2
painting::Artists2/Albrecht Durer/Madonna And Child.jpg,painting,Madonna And Child,2
painting::Artists2/Albrecht Durer/Lillium Martagon Details.jpg,painting,Lillium Martagon Details,1
painting::Artists2/Albrecht Durer/Left Hand Of An Apostle.jpg,painting,Left Hand Of An Apostle,1
painting::Artists2/Albrecht Durer/Lamentation.jpg,painting,Lamentation,3
painting::Artists2/Albrecht Durer/John 1.jpg,painting,John 1,2
painting::Artists2/Albrecht Durer/John.jpg,painting,John,2
painting::Artists2/Albrecht Durer/Iris Troiana.jpg,painting,Iris Troiana,1
painting::Artists2/Albrecht Durer/Innsbruck.jpg,painting,Innsbruck,2
painting::Artists2/Albrecht Durer/Holy Family 2.jpg,painting,Holy Family 2,2
painting::Artists2/Albrecht Durer/Holy Family 1.jpg,painting,Holy Family 1,2
painting::Artists2/Albrecht Durer/Helius Eobanus Hessus Eoban Koch.jpg,painting,Helius Eobanus Hessus Eoban Koch,2
painting::Artists2/Albrecht Durer/Head Of Paul.jpg,painting,Head Of Paul,2
painting::Artists2/Albrecht Durer/Head Of Mary.jpg,painting,Head Of Mary,2
painting::Artists2/Albrecht Durer/Head Of A Smiling Woman.jpg,painting,Head Of A Smiling Woman,1
painting::Artists2/Albrecht Durer/Head Of A Boy.jpg,painting,Head Of A Boy,1
painting::Artists2/Albrecht Durer/Head Of A Apostle.jpg,painting,Head Of A Apostle,2
painting::Artists2/Albrecht Durer/Hand Of God The Father.jpg,painting,Hand Of God The Father,1
painting::Artists2/Albrecht Durer/Garza.jpg,painting,Garza,2
painting::Artists2/Albrecht Durer/Garment Studies.jpg,painting,Garment Studies,1
painting::Artists2/Albrecht Durer/Feet Of An Apostle.jpg,painting,Feet Of An Apostle,1
painting::Artists2/Albrecht Durer/Father S Robe God 1.jpg,painting,Father S Robe God 1,1
painting::Artists2/Albrecht Durer/Father S Robe God.jpg,painting,Father S Robe God,1
painting::Artists2/Albrecht Durer/Ecce Homo 1.jpg,painting,Ecce Homo 1,3
painting::Artists2/Albrecht Durer/Drawing From The Tarot The Muse Thalia.jpg,painting,Drawing From The Tarot The Muse Thalia,1
painting::Artists2/Albrecht Durer/Draft For A Book Sign Crane.jpg,painting,Draft For A Book Sign Crane,2
painting::Artists2/Albrecht Durer/Design To A Court Dress 2.jpg,painting,Design To A Court Dress 2,2
painting::Artists2/Albrecht Durer/Design To A Court Dress 1.jpg,painting,Design To A Court Dress 1,2
painting::Artists2/Albrecht Durer/Design To A Court Dress.jpg,painting,Design To A Court Dress,2
painting::Artists2/Albrecht Durer/Design For The Fugger Chapel In Augsburg Simson With The Doors Of Gaza.jpg,painting,Design For The Fugger Chapel In Augsburg Simson With The Doors Of Gaza,1
painting::Artists2/Albrecht Durer/Design For The Fugger Chapel In Augsburg Samson Fighting The Philistines 2.jpg,painting,Design For The Fugger Chapel In Augsburg Samson Fighting The Philistines 2,1
painting::Artists2/Albrecht Durer/Crowned Holy Martyr.jpg,painting,Crowned Holy Martyr,2
painting::Artists2/Albrecht Durer/Christ 2.jpg,painting,Christ 2,4
painting::Artists2/Albrecht Durer/Arrest Of Christ 1.jpg,painting,Arrest Of Christ 1,4
painting::Artists2/Albrecht Durer/Arrest Of Christ.jpg,painting,Arrest Of Christ,4
painting::Artists2/Albrecht Durer/Arm Of Lucretia.jpg,painting,Arm Of Lucretia,1
painting::Artists2/Albrecht Durer/Apostle Judas Thaddeus.jpg,painting,Apostle Judas Thaddeus,2
painting::Artists2/Albrecht Durer/Apostle 2.jpg,painting,Apostle 2,2
painting::Artists2/Albrecht Durer/Apostle.jpg,painting,Apostle,2
painting::Artists2/Albrecht Durer/Annunciation.jpg,painting,Annunciation,4
painting::Artists2/Albrecht Durer/Anna Selbdritt.jpg,painting,Anna Selbdritt,1
painting::Artists2/Albrecht Durer/Amorous Peasants.jpg,painting,Amorous Peasants,1
painting::Artists2/Albrecht Durer/Allegory Of Eloquence.jpg,painting,Allegory Of Eloquence,1
painting::Artists2/Albrecht Durer/Adoration Of The Magi.jpg,painting,Adoration Of The Magi,2
painting::Artists2/Albrecht Durer/Abduction.jpg,painting,Abduction,4
painting::Artists2/Albrecht Durer/Studies On The Proportions Of The Female Body 1528.jpg,painting,Studies On The Proportions Of The Female Body 1528,2
painting::Artists2/Albrecht Durer/Side And Frontal View Of The Female Head 1528.jpg,painting,Side And Frontal View Of The Female Head 1528,2
painting::Artists2/Albrecht Durer/Rear View Of The Female 1528.jpg,painting,Rear View Of The Female 1528,2
painting::Artists2/Albrecht Durer/Hare 1528 1.jpg,painting,Hare 1528 1,1
painting::Artists2/Albrecht Durer/Hare 1528.jpg,painting,Hare 1528,1
painting::Artists2/Albrecht Durer/Hand 1528.jpg,painting,Hand 1528,1
painting::Artists2/Albrecht Durer/Figure Of Woman Shown In Motion 1528.jpg,painting,Figure Of Woman Shown In Motion 1528,1
painting::Artists2/Albrecht Durer/A Sea Monster Bearing Away A Princess 1528.jpg,painting,A Sea Monster Bearing Away A Princess 1528,2
painting::Artists2/Albrecht Durer/Portrait Of Ulrich Starck.jpg,painting,Portrait Of Ulrich Starck,1
painting::Artists2/Albrecht Durer/Portrait Of A Boy With A Long Beard.jpg,painting,Portrait Of A Boy With A Long Beard,1
painting::Artists2/Albrecht Durer/Fort Between Mountains And Sea.jpg,painting,Fort Between Mountains And Sea,2
painting::Artists2/Albrecht Durer/Way To Calvary 1527.jpg,painting,Way To Calvary 1527,4
painting::Artists2/Albrecht Durer/The Piece Of Turf With The Columbine.jpg,painting,The Piece Of Turf With The Columbine,1
painting::Artists2/Albrecht Durer/Sultan Soliman.jpg,painting,Sultan Soliman,1
painting::Artists2/Albrecht Durer/St Peter.jpg,painting,St Peter,3
painting::Artists2/Albrecht Durer/Primula.jpg,painting,Primula,1
painting::Artists2/Albrecht Durer/Paul The Apostle.jpg,painting,Paul The Apostle,3
painting::Artists2/Albrecht Durer/Head Of Peter.jpg,painting,Head Of Peter,2
painting::Artists2/Albrecht Durer/Double Goblet.jpg,painting,Double Goblet,1
painting::Artists2/Albrecht Durer/Allegory On Social Injustice.jpg,painting,Allegory On Social Injustice,1
painting::Artists2/Albrecht Durer/Triumphal Arch 1526.jpg,painting,Triumphal Arch 1526,1
painting::Artists2/Albrecht Durer/The Four Apostles Right Part St Mark S And St Paul 1526.jpg,painting,The Four Apostles Right Part St Mark S And St Paul 1526,3
painting::Artists2/Albrecht Durer/The Four Apostles Left Part St John S And St Peter 1526.jpg,painting,The Four Apostles Left Part St John S And St Peter 1526,3
painting::Artists2/Albrecht Durer/The Four Apostles 1526.jpg,painting,The Four Apostles 1526,2
painting::Artists2/Albrecht Durer/St Philip 1526.jpg,painting,St Philip 1526,2
painting::Artists2/Albrecht Durer/Portrait Of Philipp Melanchthon 1526.jpg,painting,Portrait Of Philipp Melanchthon 1526,1
painting::Artists2/Albrecht Durer/Portrait Of John S Kleberger 1526.jpg,painting,Portrait Of John S Kleberger 1526,1
painting::Artists2/Albrecht Durer/Portrait Of Jacob Muffle 1526.jpg,painting,Portrait Of Jacob Muffle 1526,1
painting::Artists2/Albrecht Durer/Portrait Of Hieronymus Holzschuher 1526 1.jpg,painting,Portrait Of Hieronymus Holzschuher 1526 1,1
painting::Artists2/Albrecht Durer/Portrait Of Hieronymus Holzschuher 1526.jpg,painting,Portrait Of Hieronymus Holzschuher 1526,1
painting::Artists2/Albrecht Durer/Philip 1526.jpg,painting,Philip 1526,2
painting::Artists2/Albrecht Durer/Willibald Pirckheimer 1524.jpg,painting,Willibald Pirckheimer 1524,1
painting::Artists2/Albrecht Durer/The Adoration Of The Wise Men 1524.jpg,painting,The Adoration Of The Wise Men 1524,2
painting::Artists2/Albrecht Durer/Frederick The Wise Elector Of Saxony 1524.jpg,painting,Frederick The Wise Elector Of Saxony 1524,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 1524.jpg,painting,Christ On The Mount Of Olives 1524,3
painting::Artists2/Albrecht Durer/The Last Supper.jpg,painting,The Last Supper,3
painting::Artists2/Albrecht Durer/Portrait Of Elector Friedrich The Wise.jpg,painting,Portrait Of Elector Friedrich The Wise,1
painting::Artists2/Albrecht Durer/Portrait Of Cardinal Albrecht Of Brandenburg 1.jpg,painting,Portrait Of Cardinal Albrecht Of Brandenburg 1,1
painting::Artists2/Albrecht Durer/Mass Of Cardinal Albrecht Of Brandenburg In The Abbey Church Hall.jpg,painting,Mass Of Cardinal Albrecht Of Brandenburg In The Abbey Church Hall,2
painting::Artists2/Albrecht Durer/Ecce Homo.jpg,painting,Ecce Homo,2
painting::Artists2/Albrecht Durer/Christ On The Cross 1.jpg,painting,Christ On The Cross 1,2
painting::Artists2/Albrecht Durer/Apostle Bartholomew.jpg,painting,Apostle Bartholomew,2
painting::Artists2/Albrecht Durer/Apostle 3.jpg,painting,Apostle 3,2
painting::Artists2/Albrecht Durer/Apostle 1.jpg,painting,Apostle 1,2
painting::Artists2/Albrecht Durer/The Last Supper 1523.jpg,painting,The Last Supper 1523,3
painting::Artists2/Albrecht Durer/St John Lamenting 1523.jpg,painting,St John Lamenting 1523,2
painting::Artists2/Albrecht Durer/St Bartholomew 1523.jpg,painting,St Bartholomew 1523,2
painting::Artists2/Albrecht Durer/St Simon 1523.jpg,painting,St Simon 1523,2
painting::Artists2/Albrecht Durer/Man Drawing A Lute 1523.jpg,painting,Man Drawing A Lute 1523,1
painting::Artists2/Albrecht Durer/Crucifixion With Many Figures 1523.jpg,painting,Crucifixion With Many Figures 1523,3
painting::Artists2/Albrecht Durer/Coat Of Arms Of The House Of Dürer 1523.jpg,painting,Coat Of Arms Of The House Of Dürer 1523,1
painting::Artists2/Albrecht Durer/Cardinal Albrecht Of Brandenburg 1523.jpg,painting,Cardinal Albrecht Of Brandenburg 1523,2
painting::Artists2/Albrecht Durer/Madonna And Child Saints And Angels Playing.jpg,painting,Madonna And Child Saints And Angels Playing,3
painting::Artists2/Albrecht Durer/Ulrich Varnbuler 1522.jpg,painting,Ulrich Varnbuler 1522,1
painting::Artists2/Albrecht Durer/Self Portrait As The Man Of Sorrows 1522.jpg,painting,Self Portrait As The Man Of Sorrows 1522,2
painting::Artists2/Albrecht Durer/Portrait Of Ulrich Varnbiiler 1522.jpg,painting,Portrait Of Ulrich Varnbiiler 1522,1
painting::Artists2/Albrecht Durer/Man Of Sorrow 1522.jpg,painting,Man Of Sorrow 1522,1
painting::Artists2/Albrecht Durer/Temptation Of St Anthony.jpg,painting,Temptation Of St Anthony,3
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of The Virgin Madonna With Child Ten Saints And Angels.jpg,painting,Studies On A Great Picture Of The Virgin Madonna With Child Ten Saints And Angels,4
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing 1.jpg,painting,Studies On A Great Picture Of The Virgin Madonna And Child Saints And Angels Playing 1,3
painting::Artists2/Albrecht Durer/Studies On A Great Picture Of Mary Angel Playing.jpg,painting,Studies On A Great Picture Of Mary Angel Playing,2
painting::Artists2/Albrecht Durer/St Christopher.jpg,painting,St Christopher,3
painting::Artists2/Albrecht Durer/St Barbara.jpg,painting,St Barbara,2
painting::Artists2/Albrecht Durer/Skull.jpg,painting,Skull,1
painting::Artists2/Albrecht Durer/Portrait Of Lukas Van Leyden.jpg,painting,Portrait Of Lukas Van Leyden,1
painting::Artists2/Albrecht Durer/Portrait Of Lazarus Ravensburger And The Turrets Of The Court Of Lier In Antwerp.jpg,painting,Portrait Of Lazarus Ravensburger And The Turrets Of The Court Of Lier In Antwerp,1
painting::Artists2/Albrecht Durer/Portrait Of Christian Ii King Of Denmark.jpg,painting,Portrait Of Christian Ii King Of Denmark,2
painting::Artists2/Albrecht Durer/Portrait Of African Woman Catherine.jpg,painting,Portrait Of African Woman Catherine,1
painting::Artists2/Albrecht Durer/Portrait Of A Young Man 1.jpg,painting,Portrait Of A Young Man 1,1
painting::Artists2/Albrecht Durer/Portrait Of A Twenty Four Men And A View Of St Michael In Antwerp.jpg,painting,Portrait Of A Twenty Four Men And A View Of St Michael In Antwerp,1
painting::Artists2/Albrecht Durer/Portrait Of A Man 1.jpg,painting,Portrait Of A Man 1,1
painting::Artists2/Albrecht Durer/Lion.jpg,painting,Lion,1
